 ,Label,Area,Mean,Min,Max,X,Y
1,R146673-(0001)-.dcm,0.000,2235,2235,2235,5.707,8.226
2,R146673-(0001)-.dcm,0.000,2517,2517,2517,5.714,8.270
3,R146673-(0001)-.dcm,0.000,2727,2727,2727,5.732,8.309
4,R146673-(0001)-.dcm,0.000,2530,2530,2530,5.756,8.342
5,R146673-(0001)-.dcm,0.000,2772,2772,2772,5.786,8.380
6,R146673-(0001)-.dcm,0.000,2732,2732,2732,5.815,8.418
7,R146673-(0001)-.dcm,0.000,2726,2726,2726,5.877,8.468
8,R146673-(0001)-.dcm,0.000,2785,2785,2785,5.936,8.503
9,R146673-(0001)-.dcm,0.000,2735,2735,2735,5.988,8.523
10,R146673-(0001)-.dcm,0.000,2762,2762,2762,6.051,8.543
11,R146673-(0001)-.dcm,0.000,2770,2770,2770,6.106,8.556
12,R146673-(0001)-.dcm,0.000,2862,2862,2862,6.176,8.570
13,R146673-(0001)-.dcm,0.000,2783,2783,2783,6.241,8.576
14,R146673-(0001)-.dcm,0.000,3028,3028,3028,6.315,8.577
15,R146673-(0001)-.dcm,0.000,2973,2973,2973,6.382,8.573
16,R146673-(0001)-.dcm,0.000,3007,3007,3007,6.447,8.559
17,R146673-(0001)-.dcm,0.000,2818,2818,2818,6.513,8.550
18,R146673-(0001)-.dcm,0.000,3169,3169,3169,6.587,8.538
19,R146673-(0001)-.dcm,0.000,3222,3222,3222,6.656,8.526
20,R146673-(0001)-.dcm,0.000,3336,3336,3336,6.727,8.506
21,R146673-(0001)-.dcm,0.000,3334,3334,3334,6.795,8.495
22,R146673-(0001)-.dcm,0.000,3154,3154,3154,6.864,8.476
23,R146673-(0001)-.dcm,0.000,3188,3188,3188,6.931,8.458
24,R146673-(0001)-.dcm,0.000,3274,3274,3274,6.999,8.436
25,R146673-(0001)-.dcm,0.000,3293,3293,3293,7.069,8.418
26,R146673-(0001)-.dcm,0.000,3079,3079,3079,7.132,8.408
27,R146673-(0001)-.dcm,0.000,3038,3038,3038,7.200,8.397
28,R146673-(0001)-.dcm,0.000,3314,3314,3314,7.280,8.384
29,R146673-(0001)-.dcm,0.000,3331,3331,3331,7.354,8.370
30,R146673-(0001)-.dcm,0.000,3051,3051,3051,7.429,8.351
31,R146673-(0001)-.dcm,0.000,3183,3183,3183,7.504,8.328
32,R146673-(0001)-.dcm,0.000,3164,3164,3164,7.570,8.299
33,R146673-(0001)-.dcm,0.000,3245,3245,3245,7.647,8.269
34,R146673-(0001)-.dcm,0.000,3115,3115,3115,7.727,8.238
35,R146673-(0001)-.dcm,0.000,3170,3170,3170,7.799,8.201
36,R146673-(0001)-.dcm,0.000,3151,3151,3151,7.875,8.169
37,R146673-(0001)-.dcm,0.000,3092,3092,3092,7.937,8.136
38,R146673-(0001)-.dcm,0.000,3025,3025,3025,7.999,8.111
39,R146673-(0001)-.dcm,0.000,2912,2912,2912,8.070,8.071
40,R146673-(0001)-.dcm,0.000,3443,3443,3443,8.152,8.026
41,R146673-(0001)-.dcm,0.000,3172,3172,3172,8.224,7.989
42,R146673-(0001)-.dcm,0.000,2937,2937,2937,8.295,7.950
43,R146673-(0001)-.dcm,0.000,2916,2916,2916,8.371,7.892
44,R146673-(0001)-.dcm,0.000,2952,2952,2952,8.433,7.828
45,R146673-(0001)-.dcm,0.000,2616,2616,2616,8.484,7.764
46,R146673-(0001)-.dcm,0.000,2741,2741,2741,8.525,7.691
47,R146673-(0001)-.dcm,0.000,3231,3231,3231,8.562,7.620
48,R146673-(0001)-.dcm,0.000,3203,3203,3203,8.599,7.551
49,R146673-(0001)-.dcm,0.000,2846,2846,2846,8.643,7.487
50,R146673-(0001)-.dcm,0.000,3005,3005,3005,8.700,7.414
51,R146673-(0001)-.dcm,0.000,3193,3193,3193,8.743,7.337
52,R146673-(0001)-.dcm,0.000,2758,2758,2758,8.772,7.258
53,R146673-(0001)-.dcm,0.000,2635,2635,2635,8.788,7.172
54,R146673-(0001)-.dcm,0.000,2664,2664,2664,8.793,7.058
55,R146673-(0001)-.dcm,0.000,2783,2783,2783,8.794,6.967
56,R146673-(0001)-.dcm,0.000,3108,3108,3108,8.791,6.875
57,R146673-(0001)-.dcm,0.000,2891,2891,2891,8.787,6.796
58,R146673-(0001)-.dcm,0.000,2866,2866,2866,8.771,6.706
59,R146673-(0001)-.dcm,0.000,3048,3048,3048,8.734,6.622
60,R146673-(0001)-.dcm,0.000,2871,2871,2871,8.692,6.541
61,R146673-(0001)-.dcm,0.000,2942,2942,2942,8.636,6.470
62,R146673-(0001)-.dcm,0.000,2742,2742,2742,8.574,6.408
63,R146673-(0001)-.dcm,0.000,3036,3036,3036,8.502,6.345
64,R146673-(0001)-.dcm,0.000,2922,2922,2922,8.440,6.298
65,R146673-(0001)-.dcm,0.000,2962,2962,2962,8.363,6.247
66,R146673-(0001)-.dcm,0.000,2737,2737,2737,8.294,6.208
67,R146673-(0001)-.dcm,0.000,2965,2965,2965,8.208,6.172
68,R146673-(0001)-.dcm,0.000,2979,2979,2979,8.118,6.142
69,R146673-(0001)-.dcm,0.000,2734,2734,2734,8.033,6.123
70,R146673-(0001)-.dcm,0.000,2577,2577,2577,7.940,6.109
71,R146673-(0001)-.dcm,0.000,2447,2447,2447,7.849,6.105
72,R146673-(0001)-.dcm,0.000,2465,2465,2465,7.753,6.098
73,R146673-(0001)-.dcm,0.000,2366,2366,2366,7.661,6.103
74,R146673-(0001)-.dcm,0.000,2377,2377,2377,7.574,6.121
75,R146673-(0001)-.dcm,0.000,2799,2799,2799,7.508,6.152
76,R146673-(0001)-.dcm,0.000,2463,2463,2463,7.423,6.195
77,R146673-(0001)-.dcm,0.000,2646,2646,2646,7.338,6.234
78,R146673-(0001)-.dcm,0.000,2874,2874,2874,7.253,6.260
79,R146673-(0001)-.dcm,0.000,2640,2640,2640,7.164,6.278
80,R146673-(0001)-.dcm,0.000,2266,2266,2266,7.083,6.289
81,R146673-(0001)-.dcm,0.000,2252,2252,2252,6.992,6.314
82,R146673-(0001)-.dcm,0.000,2332,2332,2332,6.910,6.376
83,R146673-(0001)-.dcm,0.000,2492,2492,2492,6.847,6.457
84,R146673-(0001)-.dcm,0.000,2565,2565,2565,6.802,6.531
85,R146673-(0001)-.dcm,0.000,2889,2889,2889,6.758,6.615
86,R146673-(0001)-.dcm,0.000,2804,2804,2804,6.697,6.676
87,R146673-(0001)-.dcm,0.000,2951,2951,2951,6.623,6.735
88,R146673-(0001)-.dcm,0.000,2720,2720,2720,6.556,6.759
89,R146673-(0001)-.dcm,0.000,2881,2881,2881,6.467,6.789
90,R146673-(0001)-.dcm,0.000,2757,2757,2757,6.377,6.807
91,R146673-(0001)-.dcm,0.000,2776,2776,2776,6.284,6.834
92,R146673-(0001)-.dcm,0.000,2807,2807,2807,6.206,6.901
93,R146673-(0001)-.dcm,0.000,2730,2730,2730,6.147,6.968
94,R146673-(0001)-.dcm,0.000,3019,3019,3019,6.086,7.051
95,R146673-(0001)-.dcm,0.000,2719,2719,2719,6.037,7.108
96,R146673-(0001)-.dcm,0.000,2806,2806,2806,5.953,7.171
