 ,Label,Area,Mean,Min,Max,X,Y
1,ani_div_R51126.dcm,0.000,5909,5909,5909,58.735,24.938
2,ani_div_R51126.dcm,0.000,5981,5981,5981,58.986,25.177
3,ani_div_R51126.dcm,0.000,8265,8265,8265,59.202,25.536
4,ani_div_R51126.dcm,0.000,8101,8101,8101,59.573,26.063
5,ani_div_R51126.dcm,0.000,7283,7283,7283,59.980,26.638
6,ani_div_R51126.dcm,0.000,7252,7252,7252,60.375,27.272
7,ani_div_R51126.dcm,0.000,7858,7858,7858,60.830,27.919
8,ani_div_R51126.dcm,0.000,7126,7126,7126,61.249,28.601
9,ani_div_R51126.dcm,0.000,5975,5975,5975,61.680,29.355
10,ani_div_R51126.dcm,0.000,8328,8328,8328,61.979,30.038
11,ani_div_R51126.dcm,0.000,6751,6751,6751,62.338,30.816
12,ani_div_R51126.dcm,0.000,6940,6940,6940,62.685,31.654
13,ani_div_R51126.dcm,0.000,7289,7289,7289,62.937,32.456
14,ani_div_R51126.dcm,0.000,7388,7388,7388,63.188,33.306
15,ani_div_R51126.dcm,0.000,7705,7705,7705,63.368,34.252
16,ani_div_R51126.dcm,0.000,8464,8464,8464,63.500,35.162
17,ani_div_R51126.dcm,0.000,7906,7906,7906,63.667,36.072
18,ani_div_R51126.dcm,0.000,7041,7041,7041,63.763,37.053
19,ani_div_R51126.dcm,0.000,7615,7615,7615,63.775,37.951
20,ani_div_R51126.dcm,0.000,7932,7932,7932,63.787,38.945
21,ani_div_R51126.dcm,0.000,7523,7523,7523,63.691,39.879
22,ani_div_R51126.dcm,0.000,7358,7358,7358,63.607,40.837
23,ani_div_R51126.dcm,0.000,8196,8196,8196,63.559,41.758
24,ani_div_R51126.dcm,0.000,7498,7498,7498,63.380,42.752
25,ani_div_R51126.dcm,0.000,8575,8575,8575,63.176,43.674
26,ani_div_R51126.dcm,0.000,7154,7154,7154,62.901,44.656
27,ani_div_R51126.dcm,0.000,7832,7832,7832,62.650,45.601
28,ani_div_R51126.dcm,0.000,7336,7336,7336,62.422,46.535
29,ani_div_R51126.dcm,0.000,7851,7851,7851,62.123,47.517
30,ani_div_R51126.dcm,0.000,6204,6204,6204,61.800,48.570
31,ani_div_R51126.dcm,0.000,6229,6229,6229,61.524,49.540
32,ani_div_R51126.dcm,0.000,7782,7782,7782,61.189,50.534
33,ani_div_R51126.dcm,0.000,7810,7810,7810,60.950,51.492
34,ani_div_R51126.dcm,0.000,7410,7410,7410,60.650,52.521
35,ani_div_R51126.dcm,0.000,7781,7781,7781,60.387,53.599
36,ani_div_R51126.dcm,0.000,8115,8115,8115,60.219,54.652
37,ani_div_R51126.dcm,0.000,7813,7813,7813,60.016,55.670
38,ani_div_R51126.dcm,0.000,6150,6150,6150,59.824,56.783
39,ani_div_R51126.dcm,0.000,7528,7528,7528,59.573,57.801
40,ani_div_R51126.dcm,0.000,7227,7227,7227,59.345,58.866
41,ani_div_R51126.dcm,0.000,6458,6458,6458,58.950,59.956
42,ani_div_R51126.dcm,0.000,7529,7529,7529,58.555,61.021
43,ani_div_R51126.dcm,0.000,6732,6732,6732,57.980,62.063
44,ani_div_R51126.dcm,0.000,7582,7582,7582,57.418,62.997
45,ani_div_R51126.dcm,0.000,6988,6988,6988,56.759,63.966
46,ani_div_R51126.dcm,0.000,6223,6223,6223,55.921,64.852
47,ani_div_R51126.dcm,0.000,6980,6980,6980,55.179,65.643
48,ani_div_R51126.dcm,0.000,7834,7834,7834,54.341,66.433
49,ani_div_R51126.dcm,0.000,8499,8499,8499,53.479,67.199
50,ani_div_R51126.dcm,0.000,7712,7712,7712,52.545,67.869
51,ani_div_R51126.dcm,0.000,6976,6976,6976,51.504,68.600
52,ani_div_R51126.dcm,0.000,5632,5632,5632,50.474,69.246
53,ani_div_R51126.dcm,0.000,8537,8537,8537,49.444,69.701
54,ani_div_R51126.dcm,0.000,8351,8351,8351,48.271,70.048
55,ani_div_R51126.dcm,0.000,9217,9217,9217,47.050,70.192
56,ani_div_R51126.dcm,0.000,8527,8527,8527,45.817,70.096
57,ani_div_R51126.dcm,0.000,7541,7541,7541,44.632,69.929
58,ani_div_R51126.dcm,0.000,8032,8032,8032,43.506,69.881
59,ani_div_R51126.dcm,0.000,7705,7705,7705,42.345,69.964
60,ani_div_R51126.dcm,0.000,7713,7713,7713,41.088,69.941
61,ani_div_R51126.dcm,0.000,6750,6750,6750,39.807,69.809
62,ani_div_R51126.dcm,0.000,8317,8317,8317,38.634,69.474
63,ani_div_R51126.dcm,0.000,7571,7571,7571,37.472,68.935
64,ani_div_R51126.dcm,0.000,7968,7968,7968,36.395,68.336
65,ani_div_R51126.dcm,0.000,7957,7957,7957,35.282,67.606
66,ani_div_R51126.dcm,0.000,8525,8525,8525,34.336,66.816
67,ani_div_R51126.dcm,0.000,7245,7245,7245,33.390,65.882
68,ani_div_R51126.dcm,0.000,7434,7434,7434,32.720,64.876
