 ,Label,Area,Mean,Min,Max,Angle,Length
318,ani_lig_R00921.dcm,0.082,4394.592,2804.875,5534.644,-71.957,1.657
319,ani_lig_R00921.dcm,0.064,4239.215,3274.500,5411.512,-66.038,1.293
320,ani_lig_R00921.dcm,0.064,3812.136,2735.035,5235.951,-59.859,1.283
321,ani_lig_R00921.dcm,0.073,3877.449,2701.611,5235.665,-53.318,1.458
322,ani_lig_R00921.dcm,0.071,4184.422,2999.775,5936.917,-51.415,1.435
323,ani_lig_R00921.dcm,0.064,4148.236,2961.982,6005.556,-45.764,1.266
324,ani_lig_R00921.dcm,0.064,4212.390,2900.860,5849.470,-38.660,1.299
325,ani_lig_R00921.dcm,0.055,4340.184,3050.688,5674.011,-40.050,1.076
326,ani_lig_R00921.dcm,0.057,4545.102,3447.101,5633.000,-42.032,1.141
327,ani_lig_R00921.dcm,0.043,4071.928,3038.120,5505.269,-40.601,0.880
328,ani_lig_R00921.dcm,0.041,4495.926,2942.431,5919.168,-35.059,0.831
329,ani_lig_R00921.dcm,0.050,4561.715,3386.065,5778.908,-32.939,1.009
330,ani_lig_R00921.dcm,0.043,4973.697,4018.318,5934.363,-26.565,0.854
331,ani_lig_R00921.dcm,0.036,4876.998,3926.377,6133.000,-25.710,0.715
332,ani_lig_R00921.dcm,0.046,5056.057,4265.131,5940.526,-5.262,0.911
333,ani_lig_R00921.dcm,0.043,5314.534,4226.232,6918.281,-3.136,0.872
334,ani_lig_R00921.dcm,0.036,5443.157,4211.708,7127.250,-1.909,0.716
335,ani_lig_R00921.dcm,0.036,6042.650,4599.000,7289.900,8.531,0.724
336,ani_lig_R00921.dcm,0.025,6654.477,5934.900,7532.776,10.437,0.461
337,ani_lig_R00921.dcm,0.048,6916.359,6147.125,8214.699,18.435,0.943
338,ani_lig_R31019.dcm,0.034,4443.845,3899.456,5027.964,146.121,0.669
339,ani_lig_R31019.dcm,0.036,4163.240,2888.500,4676.667,149.036,0.694
340,ani_lig_R31019.dcm,0.048,3516.067,2272.333,4306.698,153.225,0.969
341,ani_lig_R31019.dcm,0.057,3492.210,2232.083,4625.314,145.972,1.120
342,ani_lig_R31019.dcm,0.059,3703.754,2269.510,4951.733,142.900,1.184
343,ani_lig_R31019.dcm,0.059,3481.526,2295.000,4545.918,144.197,1.193
344,ani_lig_R31019.dcm,0.070,3564.788,2521.310,4806.636,137.705,1.426
345,ani_lig_R31019.dcm,0.066,3707.084,2409.333,4775.857,130.601,1.317
346,ani_lig_R31019.dcm,0.063,3942.171,2280.000,5187.968,131.486,1.281
347,ani_lig_R31019.dcm,0.070,3609.041,1902.833,4906.451,128.908,1.427
348,ani_lig_R31019.dcm,0.054,2516.484,1801.000,3257.539,135.000,1.077
349,ani_lig_R31019.dcm,0.068,3984.356,2347.167,5548.796,130.529,1.367
350,ani_lig_R31019.dcm,0.075,3523.085,2273.193,5339.997,132.032,1.517
351,ani_lig_R31019.dcm,0.070,3128.066,2002.444,4134.971,135.909,1.414
352,ani_lig_R31019.dcm,0.070,3327.167,1941.000,4434.147,138.420,1.411
353,ani_lig_R31019.dcm,0.063,3265.468,2627.333,4204.234,134.262,1.307
354,ani_lig_R31019.dcm,0.075,3003.035,2561.396,3638.615,126.634,1.542
355,ani_lig_R31019.dcm,0.068,3182.907,2751.581,3673.454,113.797,1.396
356,ani_lig_R31019.dcm,0.073,3230.602,2602.002,3968.365,103.508,1.460
357,ani_lig_R31019.dcm,0.059,3917.678,2806.000,5261.150,91.718,1.191
358,ani_lig_R31019.dcm,0.084,4214.855,2827.469,5290.938,90.401,1.702
359,ani_lig_R31019.dcm,0.084,4293.977,2557.617,5324.785,94.338,1.730
360,ani_lig_R31019.dcm,0.084,3918.633,2102.000,5255.604,96.827,1.702
361,ani_lig_R31019.dcm,0.084,3809.727,2252.058,5347.833,99.593,1.714
362,ani_lig_R31019.dcm,0.073,3384.210,1819.517,4840.073,102.031,1.484
363,ani_lig_R31019.dcm,0.066,3517.297,1857.703,4881.425,89.484,1.321
364,ani_lig_R31019.dcm,0.066,3428.469,2198.310,4887.388,83.379,1.342
365,ani_lig_R31019.dcm,0.084,3685.798,1999.056,5225.060,77.300,1.732
366,ani_lig_R31019.dcm,0.082,4549.361,2789.164,5788.100,72.084,1.663
367,ani_lig_R31019.dcm,0.088,4462.537,3215.966,5207.258,70.962,1.788
368,ani_lig_R31019.dcm,0.088,4691.621,3699.621,5949.392,67.294,1.819
369,ani_lig_R31019.dcm,0.084,4837.368,3316.500,5896.710,62.371,1.719
370,ani_lig_R31019.dcm,0.084,4618.564,3439.750,5404.066,57.953,1.727
371,ani_lig_R31019.dcm,0.088,4464.613,3776.250,5316.283,53.130,1.785
372,ani_lig_R31019.dcm,0.084,4454.024,3400.000,5349.417,48.071,1.727
373,ani_lig_R31019.dcm,0.091,5045.468,3431.359,6624.771,50.942,1.870
374,ani_lig_R31019.dcm,0.086,4437.186,2917.310,5340.113,45.541,1.784
375,ani_lig_R31019.dcm,0.084,4722.275,3053.458,5716.824,43.603,1.726
376,ani_lig_R31019.dcm,0.088,4699.755,2836.497,6012.577,41.572,1.829
377,ani_lig_R31019.dcm,0.093,5817.862,3607.567,7639.691,38.603,1.888
378,ani_lig_R31019.dcm,0.091,4803.621,2386.250,6122.010,34.301,1.858
379,ani_lig_R31019.dcm,0.088,4694.731,2827.250,5978.500,29.745,1.823
380,ani_lig_R31019.dcm,0.093,5396.129,3370.438,7015.900,23.816,1.886
381,ani_lig_R31019.dcm,0.088,5220.496,2932.497,6671.767,19.026,1.825
382,ani_lig_R31019.dcm,0.088,5856.910,4199.454,6987.943,11.086,1.795
383,ani_lig_R31019.dcm,0.091,7078.401,4303.250,8212.385,6.944,1.870
384,ani_lig_R31019.dcm,0.093,4657.355,3064.500,6053.188,3.576,1.908
385,ani_lig_R31019.dcm,0.095,4816.027,3233.010,5990.566,-1.414,1.928
386,ani_lig_R31019.dcm,0.084,5533.826,4236.076,6778.167,-7.516,1.728
387,ani_lig_R31019.dcm,0.088,5034.172,3538.181,6620.567,-8.022,1.791
388,ani_lig_R31019.dcm,0.106,3401.468,2221.006,4532.583,-12.440,2.210
389,ani_lig_R31019.dcm,0.093,3727.553,2434.667,4918.953,-16.336,1.918
390,ani_lig_R31019.dcm,0.100,3964.050,2537.347,5283.144,-20.815,2.054
391,ani_lig_R31019.dcm,0.091,4793.520,2979.914,6055.250,-21.982,1.865
392,ani_lig_R31019.dcm,0.111,4836.759,2608.778,6643.056,-22.249,2.263
393,ani_lig_R31019.dcm,0.100,4934.688,2771.324,6543.292,-25.367,2.037
394,ani_lig_R31019.dcm,0.097,5851.447,4261.444,7945.596,-31.278,1.986
395,ani_lig_R31019.dcm,0.100,6230.838,4035.249,8511.588,-33.690,2.059
396,ani_lig_R31019.dcm,0.097,6061.870,3619.705,9064.973,-35.858,1.977
397,ani_lig_R31019.dcm,0.097,5350.479,2890.222,8214.122,-38.309,2.022
398,ani_lig_R31019.dcm,0.095,6643.318,3829.635,9617.354,-47.291,1.965
399,ani_lig_R31019.dcm,0.097,5907.933,4028.399,7952.500,-55.421,1.985
400,ani_lig_R31019.dcm,0.088,6845.019,4152.472,9746.764,-58.690,1.801
401,ani_lig_R31019.dcm,0.084,5426.217,3693.966,6777.333,-66.038,1.719
402,ani_lig_R31019.dcm,0.093,5855.742,4050.850,7341.522,-70.219,1.922
403,ani_lig_R31019.dcm,0.095,5593.600,4299.795,6917.967,-73.796,1.933
404,ani_lig_R31019.dcm,0.091,6653.231,4732.889,8682.689,-77.735,1.867
405,ani_lig_R31019.dcm,0.093,5295.587,3563.338,6641.740,-81.802,1.892
406,ani_lig_R31019.dcm,0.091,5718.254,4049.156,6938.798,-89.021,1.857
407,ani_lig_R31019.dcm,0.086,6027.875,3464.652,8921.459,-91.023,1.777
408,ani_lig_R31019.dcm,0.093,5988.714,3342.550,7724.817,-97.595,1.921
409,ani_lig_R31019.dcm,0.093,5926.658,3730.365,7364.280,-101.402,1.926
410,ani_lig_R31019.dcm,0.095,6273.129,3645.639,8337.852,-101.768,1.945
411,ani_lig_R31019.dcm,0.095,6247.700,3227.465,8798.546,-104.931,1.971
412,ani_lig_R31019.dcm,0.091,5927.519,3705.943,7259.370,-113.962,1.875
413,ani_lig_R31019.dcm,0.097,7608.202,4052.877,10371.685,-117.181,1.980
414,ani_lig_R31019.dcm,0.093,7164.757,4371.970,9320.208,-119.567,1.897
415,ani_lig_R31019.dcm,0.100,6863.744,4562.417,8382.817,-126.870,2.063
416,ani_lig_R31019.dcm,0.097,7492.472,4476.000,9889.313,-127.321,2.015
417,ani_lig_R31019.dcm,0.106,6049.222,4121.929,7737.325,-133.819,2.177
418,ani_lig_R31019.dcm,0.102,6498.641,4045.444,9103.511,-141.203,2.077
419,ani_lig_R31019.dcm,0.111,5416.767,3970.525,6665.315,-148.496,2.308
420,ani_lig_R31019.dcm,0.104,5454.725,3864.860,6733.490,-154.374,2.165
421,ani_lig_R31019.dcm,0.109,6099.014,4124.251,7985.269,-160.017,2.229
422,ani_lig_R31019.dcm,0.102,6641.639,4480.059,9712.954,-164.291,2.110
423,ani_lig_R31019.dcm,0.104,6381.007,4353.118,9544.990,-173.191,2.141
424,ani_lig_R31019.dcm,0.111,5499.437,3508.458,8189.333,-174.841,2.294
425,ani_lig_R31019.dcm,0.100,4967.340,3769.735,5897.227,176.040,2.068
426,ani_lig_R31019.dcm,0.109,5235.305,3543.526,6782.914,177.138,2.224
427,ani_lig_R31019.dcm,0.100,5312.837,3898.537,6592.151,172.493,2.065
428,ani_lig_R31019.dcm,0.102,5369.459,3811.958,6531.752,166.809,2.086
429,ani_lig_R31019.dcm,0.100,5677.895,3682.118,6968.468,161.985,2.052
430,ani_lig_R31019.dcm,0.102,5195.207,3826.853,6285.231,154.799,2.087
431,ani_lig_R31019.dcm,0.093,5192.008,3916.778,6182.511,149.845,1.927
432,ani_lig_R31019.dcm,0.104,5308.392,3923.289,6771.847,144.904,2.153
433,ani_lig_R31019.dcm,0.102,6272.496,3904.880,9264.977,140.587,2.074
434,ani_lig_R31019.dcm,0.106,5152.714,3990.416,5903.371,132.357,2.190
435,ani_lig_R31019.dcm,0.100,6221.416,4328.654,9314.526,130.649,2.070
436,ani_lig_R31019.dcm,0.102,5372.944,4142.431,6639.823,123.331,2.108
437,ani_lig_R31019.dcm,0.100,6240.132,4003.518,9242.064,118.752,2.045
438,ani_lig_R31019.dcm,0.091,6176.514,4255.250,8355.537,111.073,1.853
439,ani_lig_R31019.dcm,0.093,6800.332,3963.833,9889.427,108.886,1.912
440,ani_lig_R31019.dcm,0.100,6836.590,3978.467,10086.949,108.153,2.037
441,ani_lig_R31019.dcm,0.095,6342.237,3453.027,8202.966,101.310,1.942
442,ani_lig_R31019.dcm,0.106,5466.194,3335.241,6759.914,95.460,2.168
443,ani_lig_R31019.dcm,0.097,4918.997,3110.068,6100.350,96.390,1.996
444,ani_lig_R31019.dcm,0.102,5534.261,3162.033,7709.667,90.875,2.079
445,ani_lig_R31019.dcm,0.095,5755.203,3152.780,7856.085,84.848,1.944
446,ani_lig_R31019.dcm,0.102,6198.997,3355.751,9187.994,80.824,2.089
447,ani_lig_R31019.dcm,0.097,6323.497,3709.905,9234.730,70.840,1.982
448,ani_lig_R31019.dcm,0.093,6090.780,3818.723,8075.000,61.504,1.896
449,ani_lig_R31019.dcm,0.095,6849.157,4335.066,9623.742,56.182,1.967
450,ani_lig_R31019.dcm,0.104,6268.301,3887.178,8705.556,53.471,2.133
451,ani_lig_R31019.dcm,0.097,7507.804,4324.898,9720.500,45.971,1.986
452,ani_lig_R31019.dcm,0.102,5830.517,4038.554,7860.282,41.023,2.103
453,ani_lig_R31019.dcm,0.097,6104.484,3988.667,7975.420,32.542,1.976
454,ani_lig_R31019.dcm,0.093,5551.944,4007.933,6593.792,28.915,1.903
455,ani_lig_R31019.dcm,0.097,5463.374,3928.363,6608.948,17.272,1.977
456,ani_lig_R31019.dcm,0.093,5698.076,4048.502,7018.411,12.529,1.902
457,ani_lig_R31019.dcm,0.102,6421.575,3936.838,9024.543,6.147,2.075
458,ani_lig_R31019.dcm,0.093,5899.718,4272.750,7113.292,2.386,1.906
459,ani_lig_R31019.dcm,0.095,5928.048,4193.924,7092.198,-2.793,1.954
460,ani_lig_R31019.dcm,0.091,6257.595,4533.862,8159.987,-10.923,1.842
461,ani_lig_R31019.dcm,0.088,6409.606,4236.375,8699.536,-19.385,1.817
462,ani_lig_R31019.dcm,0.084,5687.985,3953.764,6846.574,-23.962,1.719
463,ani_lig_R31019.dcm,0.086,6322.218,4192.775,7669.803,-33.690,1.773
464,ani_lig_R31019.dcm,0.091,5781.218,4027.115,7026.729,-34.101,1.840
465,ani_lig_R31019.dcm,0.086,5396.720,3685.361,6659.292,-38.741,1.749
466,ani_lig_R31019.dcm,0.091,6023.947,4333.162,7409.678,-48.489,1.843
467,ani_lig_R31019.dcm,0.086,6063.688,4099.671,7632.479,-50.458,1.769
468,ani_lig_R31019.dcm,0.082,5554.396,3653.462,7184.187,-53.893,1.669
469,ani_lig_R31019.dcm,0.086,5529.302,4030.344,6659.756,-62.969,1.746
470,ani_lig_R31019.dcm,0.079,6100.019,4571.119,7316.125,-69.775,1.606
471,ani_lig_R31019.dcm,0.079,6344.110,4985.583,7834.535,-77.712,1.640
472,ani_lig_R31019.dcm,0.084,5812.933,4271.167,7764.945,-78.166,1.702
473,ani_lig_R31019.dcm,0.073,4283.289,3207.319,5765.484,-88.755,1.460
474,ani_lig_R31019.dcm,0.082,4297.668,3363.983,5782.356,-91.652,1.651
475,ani_lig_R31019.dcm,0.084,5102.390,3537.457,6277.565,-98.584,1.701
476,ani_lig_R31019.dcm,0.077,4509.441,3584.250,5962.385,-100.513,1.565
477,ani_lig_R31019.dcm,0.079,4393.304,3111.000,5831.948,-109.692,1.601
478,ani_lig_R31019.dcm,0.079,4090.791,3174.752,5853.133,-119.110,1.598
479,ani_lig_R31019.dcm,0.068,3877.837,3075.278,4859.881,-124.611,1.369
480,ani_lig_R31019.dcm,0.063,4021.494,3070.269,5265.639,-125.287,1.263
481,ani_lig_R31019.dcm,0.059,4316.821,3302.716,5270.190,-129.611,1.195
482,ani_lig_R31019.dcm,0.057,4485.307,3324.292,5949.625,-138.366,1.146
483,ani_lig_R31019.dcm,0.048,4357.333,3480.573,5937.889,-127.057,0.974
484,ani_lig_R31019.dcm,0.048,4530.307,3480.443,6062.240,-130.292,0.957
485,ani_lig_R31019.dcm,0.034,4623.548,3929.575,5705.344,-114.775,0.682
486,ani_lig_R31019.dcm,0.045,4543.210,3708.250,5303.415,-123.408,0.893
487,ani_lig_R31019.dcm,0.043,4287.640,3641.250,4961.564,-133.493,0.853
488,ani_lig_R31019.dcm,0.054,4586.480,3553.065,5741.919,-145.146,1.083
489,ani_lig_R31019.dcm,0.043,5035.505,4070.073,6150.031,-143.130,0.873
490,ani_lig_R31019.dcm,0.048,5764.996,4665.328,7232.982,-150.195,0.942
491,ani_lig_R31019.dcm,0.036,5964.227,5067.227,7857.000,-159.806,0.735
492,ani_lig_R31019.dcm,0.048,6293.682,5127.294,7715.000,-171.870,0.954
493,ani_lig_R31019.dcm,0.041,5716.124,4854.763,7256.566,178.854,0.793
494,ani_lig_R31019.dcm,0.036,5727.551,4605.667,7007.500,-177.427,0.707
495,ani_lig_R31019.dcm,0.029,5460.624,4500.475,6556.667,166.891,0.595
496,ani_lig_R31019.dcm,0.039,5246.483,4642.410,6681.000,-179.403,0.762
