 ,Label,Area,Mean,Min,Max,Angle,Length
484,R173075-(0001)-.dcm,0.020,2661.637,2429.823,3029.167,-58.794,0.624
485,R173075-(0001)-.dcm,0.020,2709.323,2437.646,3055.333,-61.274,0.609
486,R173075-(0001)-.dcm,0.023,2828.894,2635.056,3158.677,-73.940,0.705
487,R173075-(0001)-.dcm,0.021,2871.376,2624.315,3089.869,-75.069,0.638
488,R173075-(0001)-.dcm,0.018,2760.865,2608.888,3068.444,-73.250,0.552
489,R173075-(0001)-.dcm,0.021,2805.976,2678.444,3035.833,-70.096,0.634
490,R173075-(0001)-.dcm,0.021,2762.721,2515.876,2991.899,-63.635,0.659
491,R173075-(0001)-.dcm,0.020,2777.370,2637.457,2989.918,-66.482,0.605
492,R173075-(0001)-.dcm,0.021,2829.395,2712.168,3064.141,-62.430,0.655
493,R173075-(0001)-.dcm,0.021,2818.972,2661.370,3120.475,-63.642,0.636
494,R173075-(0001)-.dcm,0.020,2770.251,2566.473,3176.667,-66.675,0.610
495,R173075-(0001)-.dcm,0.020,2913.607,2772.647,3134.378,-72.451,0.630
496,R173075-(0001)-.dcm,0.019,2864.499,2641.436,3124.667,-75.005,0.595
497,R173075-(0001)-.dcm,0.021,2968.006,2810.893,3176.000,-86.338,0.643
498,R173075-(0001)-.dcm,0.021,2930.977,2808.889,3153.667,-83.157,0.647
499,R173075-(0001)-.dcm,0.022,2816.050,2703.525,3079.500,-77.471,0.663
500,R173075-(0001)-.dcm,0.021,2724.952,2518.607,3069.056,-72.565,0.651
501,R173075-(0001)-.dcm,0.021,2827.224,2679.648,3071.278,-64.047,0.645
502,R173075-(0001)-.dcm,0.020,2841.808,2617.757,3271.333,-65.596,0.609
503,R173075-(0001)-.dcm,0.021,2969.810,2826.556,3288.250,-64.259,0.639
504,R173075-(0001)-.dcm,0.019,3000.908,2852.285,3278.767,-64.983,0.595
505,R173075-(0001)-.dcm,0.022,2981.208,2836.654,3257.444,-61.670,0.671
506,R173075-(0001)-.dcm,0.020,2910.421,2798.048,3141.333,-57.236,0.617
507,R173075-(0001)-.dcm,0.016,2884.889,2719.844,3161.139,-54.324,0.493
508,R173075-(0001)-.dcm,0.020,2893.016,2683.478,3113.467,-60.018,0.617
509,R173075-(0001)-.dcm,0.020,2912.575,2766.403,3142.111,-60.255,0.621
510,R173075-(0001)-.dcm,0.020,2656.842,2459.244,2910.944,-57.745,0.626
511,R173075-(0001)-.dcm,0.019,2790.981,2628.034,3030.833,-58.861,0.576
512,R173075-(0001)-.dcm,0.021,2802.788,2664.988,3002.333,-57.704,0.644
513,R173075-(0001)-.dcm,0.020,2800.390,2556.406,3082.250,-52.167,0.611
514,R173075-(0001)-.dcm,0.021,2688.371,2529.214,2983.250,-52.573,0.634
515,R173075-(0001)-.dcm,0.021,2758.739,2645.208,2949.167,-50.136,0.649
516,R173075-(0001)-.dcm,0.020,2699.949,2553.233,2932.073,-49.347,0.623
517,R173075-(0001)-.dcm,0.019,2634.579,2461.774,2953.806,-45.000,0.574
518,R173075-(0001)-.dcm,0.021,2805.188,2653.370,3064.667,-53.130,0.642
519,R173075-(0001)-.dcm,0.018,2729.786,2565.177,2947.333,-56.459,0.548
520,R173075-(0001)-.dcm,0.019,2690.460,2528.410,2955.444,-69.212,0.593
521,R173075-(0001)-.dcm,0.019,2466.822,2234.881,2790.833,-73.156,0.585
522,R173075-(0001)-.dcm,0.021,2599.434,2465.714,2822.666,-80.910,0.650
523,R173075-(0001)-.dcm,0.020,2504.642,2325.067,2811.778,-82.933,0.626
524,R173075-(0001)-.dcm,0.022,2466.533,2271.172,2793.500,-83.991,0.687
525,R173075-(0001)-.dcm,0.022,2443.885,2265.000,2737.667,-84.766,0.676
526,R173075-(0001)-.dcm,0.022,2400.983,2223.633,2682.611,-86.918,0.669
527,R173075-(0001)-.dcm,0.022,2428.564,2227.228,2785.167,-88.708,0.683
528,R173075-(0001)-.dcm,0.022,2504.424,2315.116,2747.348,-90.000,0.668
529,R173075-(0001)-.dcm,0.021,2471.694,2255.131,2627.889,-97.806,0.643
530,R173075-(0001)-.dcm,0.020,2482.104,2319.128,2700.000,-103.684,0.608
531,R173075-(0001)-.dcm,0.021,2639.838,2529.370,2757.833,-114.905,0.634
532,R173075-(0001)-.dcm,0.023,2522.940,2394.081,2721.111,-126.367,0.702
533,R173075-(0001)-.dcm,0.018,2449.195,2305.412,2740.500,-128.991,0.555
534,R173075-(0001)-.dcm,0.023,2531.126,2319.700,2747.000,-132.923,0.701
535,R173075-(0001)-.dcm,0.022,2112.449,1971.621,2401.222,-128.108,0.666
536,R173075-(0001)-.dcm,0.022,1945.170,1691.492,2231.835,-130.649,0.670
537,R173075-(0001)-.dcm,0.023,1832.391,1612.091,2155.556,-134.109,0.701
538,R173075-(0001)-.dcm,0.020,1895.998,1680.007,2209.333,-133.325,0.621
539,R173075-(0001)-.dcm,0.022,1971.800,1745.569,2172.000,-132.215,0.673
540,R173075-(0001)-.dcm,0.022,1827.870,1540.453,2120.444,-135.929,0.672
541,R173075-(0001)-.dcm,0.021,2033.217,1802.054,2231.111,-129.161,0.642
542,R173075-(0001)-.dcm,0.019,2075.014,1827.741,2321.500,-131.379,0.575
543,R173075-(0001)-.dcm,0.020,2019.489,1837.907,2265.167,-130.601,0.616
544,R173075-(0001)-.dcm,0.023,1840.013,1636.823,2106.750,-127.875,0.703
545,R173075-(0001)-.dcm,0.022,2039.127,1819.675,2361.667,-128.524,0.676
546,R173075-(0001)-.dcm,0.024,1925.721,1710.448,2244.222,-130.559,0.750
547,R173075-(0001)-.dcm,0.023,1909.566,1695.181,2192.826,-123.460,0.708
548,R173075-(0001)-.dcm,0.022,1837.229,1655.223,2186.167,-125.587,0.688
549,R173075-(0001)-.dcm,0.023,1828.345,1577.178,2033.000,-125.395,0.718
550,R173075-(0001)-.dcm,0.017,1910.122,1667.308,2130.911,-126.646,0.525
551,R173075-(0001)-.dcm,0.023,1786.570,1529.859,2009.665,-131.804,0.717
552,R173075-(0001)-.dcm,0.020,1948.290,1715.194,2115.889,-131.634,0.618
553,R173075-(0001)-.dcm,0.023,2257.846,1947.160,2529.333,-124.271,0.702
554,R173075-(0001)-.dcm,0.021,2161.346,1943.759,2394.056,-107.571,0.646
555,R173075-(0001)-.dcm,0.019,2120.932,1881.235,2329.072,-90.512,0.575
556,R173075-(0001)-.dcm,0.020,2064.873,1846.895,2371.444,-88.556,0.611
557,R173075-(0001)-.dcm,0.023,2248.136,2099.154,2453.935,-84.994,0.706
558,R173075-(0001)-.dcm,0.023,2169.403,1946.681,2438.222,-75.041,0.696
559,R173075-(0001)-.dcm,0.022,2101.436,1932.949,2402.556,-63.048,0.680
560,R173075-(0001)-.dcm,0.017,2036.183,1857.810,2266.675,-58.941,0.528
561,R173075-(0001)-.dcm,0.024,2116.483,1959.958,2372.133,-61.454,0.731
562,R173075-(0001)-.dcm,0.021,2068.507,1951.074,2361.611,-60.642,0.660
563,R173075-(0001)-.dcm,0.022,1945.052,1744.760,2149.833,-42.879,0.687
564,R173075-(0001)-.dcm,0.024,1965.091,1801.111,2249.000,-38.723,0.731
565,R173075-(0001)-.dcm,0.020,2057.453,1893.463,2272.833,-28.269,0.618
566,R173075-(0001)-.dcm,0.024,2276.632,2078.426,2560.222,-22.027,0.726
567,R173075-(0001)-.dcm,0.022,2159.367,1940.417,2649.667,-23.025,0.670
568,R173075-(0001)-.dcm,0.023,2361.428,2253.828,2473.679,-10.568,0.700
569,R173075-(0001)-.dcm,0.024,2423.596,2203.194,2664.500,-2.745,0.751
570,R173075-(0001)-.dcm,0.020,2403.666,2159.031,2753.333,6.600,0.626
571,R173075-(0001)-.dcm,0.022,2359.812,2261.985,2527.016,10.804,0.685
572,R173075-(0001)-.dcm,0.022,2480.265,2345.863,2631.214,11.051,0.670
573,R173075-(0001)-.dcm,0.022,2337.933,2136.423,2583.371,15.709,0.683
574,R173075-(0001)-.dcm,0.022,2151.181,1784.779,2588.222,15.826,0.678
575,R173075-(0001)-.dcm,0.021,2014.132,1688.638,2301.556,14.813,0.643
576,R173075-(0001)-.dcm,0.021,1964.688,1819.660,2175.645,16.440,0.653
577,R173075-(0001)-.dcm,0.021,1863.971,1648.431,2076.556,19.983,0.661
578,R173075-(0001)-.dcm,0.024,2009.796,1804.127,2237.167,21.501,0.729
579,R173075-(0001)-.dcm,0.022,2073.697,1901.319,2341.889,25.201,0.675
580,R173075-(0001)-.dcm,0.020,2097.452,1835.333,2294.917,29.745,0.621
581,R173075-(0001)-.dcm,0.022,1847.361,1626.838,2109.053,31.115,0.666
582,R173075-(0001)-.dcm,0.021,1849.066,1695.439,2062.167,36.158,0.662
583,R173075-(0001)-.dcm,0.021,2062.167,1859.391,2346.167,36.781,0.660
584,R173075-(0001)-.dcm,0.022,2101.876,1767.923,2406.333,37.488,0.667
585,R173075-(0001)-.dcm,0.020,2138.896,1907.280,2394.500,38.130,0.607
586,R173075-(0001)-.dcm,0.022,2198.226,1882.676,2351.667,41.269,0.670
587,R173075-(0001)-.dcm,0.020,2256.249,2005.417,2384.333,36.027,0.629
588,R173075-(0001)-.dcm,0.018,2141.670,1967.000,2393.250,40.486,0.554
589,R173075-(0001)-.dcm,0.022,2268.000,1992.647,2504.282,46.515,0.687
590,R173075-(0001)-.dcm,0.022,2271.471,1963.392,2534.444,54.067,0.691
591,R173075-(0001)-.dcm,0.020,2195.182,1992.478,2535.222,56.575,0.615
592,R173075-(0001)-.dcm,0.018,2296.772,2196.936,2399.299,63.677,0.544
593,R173075-(0001)-.dcm,0.016,2427.517,2272.669,2659.140,56.310,0.500
594,R173075-(0001)-.dcm,0.020,2446.386,2174.121,2621.444,52.289,0.630
595,R173075-(0001)-.dcm,0.017,2594.414,2457.692,2914.167,32.768,0.531
596,R173075-(0001)-.dcm,0.018,2541.626,2328.000,2895.444,27.979,0.558
597,R173075-(0001)-.dcm,0.021,2706.929,2519.964,2927.333,45.000,0.632
598,R173075-(0001)-.dcm,0.022,2687.691,2385.921,2904.333,45.313,0.665
599,R173075-(0001)-.dcm,0.021,2566.175,2397.394,2873.667,49.201,0.645
600,R173075-(0001)-.dcm,0.021,2469.726,2222.683,2747.000,57.051,0.661
601,R173075-(0001)-.dcm,0.022,2508.845,2346.722,2830.167,69.185,0.665
602,R173075-(0001)-.dcm,0.021,2548.851,2313.021,2780.782,71.565,0.650
603,R173075-(0001)-.dcm,0.021,2674.430,2491.735,2919.000,74.624,0.639
604,R173075-(0001)-.dcm,0.011,2715.011,2586.176,2914.667,69.944,0.344
605,R173075-(0001)-.dcm,0.023,2598.362,2507.515,2760.141,74.055,0.710
606,R173075-(0001)-.dcm,0.022,2771.677,2590.694,2972.088,72.541,0.668
607,R173075-(0001)-.dcm,0.026,2825.987,2677.945,3002.157,71.222,0.814
608,R173075-(0001)-.dcm,0.024,2563.467,2452.957,2890.056,61.454,0.731
609,R173075-(0001)-.dcm,0.022,2732.247,2430.616,2990.611,56.679,0.664
610,R173075-(0001)-.dcm,0.022,2603.855,2170.838,2971.500,56.669,0.682
611,R173075-(0001)-.dcm,0.023,2467.745,2160.899,2718.000,58.473,0.717
612,R173075-(0001)-.dcm,0.023,2450.144,2080.604,2864.333,62.676,0.694
613,R173075-(0001)-.dcm,0.023,2575.022,2177.442,2934.833,65.454,0.717
614,R173075-(0001)-.dcm,0.021,2560.585,2304.508,2785.556,63.027,0.645
615,R173075-(0001)-.dcm,0.022,2589.346,2332.450,2840.889,67.714,0.677
616,R173075-(0001)-.dcm,0.022,2624.036,2352.715,2879.667,69.753,0.668
617,R173075-(0001)-.dcm,0.023,2581.127,2324.728,2824.333,69.201,0.709
618,R173075-(0001)-.dcm,0.021,2520.029,2165.544,2726.333,72.832,0.661
619,R173075-(0001)-.dcm,0.024,2595.323,2369.840,2747.915,72.435,0.749
620,R173075-(0001)-.dcm,0.023,2574.789,2268.720,2799.000,75.174,0.723
621,R173075-(0001)-.dcm,0.021,2624.475,2283.647,2835.111,74.982,0.654
622,R173075-(0001)-.dcm,0.024,2649.478,2262.230,2897.222,77.428,0.731
623,R173075-(0001)-.dcm,0.022,2620.371,2198.610,2875.579,74.932,0.691
624,R173075-(0001)-.dcm,0.022,2570.459,2282.356,2825.500,78.440,0.692
625,R173075-(0001)-.dcm,0.025,2601.485,2233.771,2813.667,79.523,0.763
626,R173075-(0001)-.dcm,0.025,2588.931,2290.863,2804.667,79.071,0.758
627,R173075-(0001)-.dcm,0.023,2551.076,2266.054,2770.083,82.349,0.694
628,R173075-(0001)-.dcm,0.023,2614.093,2406.602,2825.944,82.515,0.710
629,R173075-(0001)-.dcm,0.023,2638.110,2439.245,2882.056,87.138,0.720
630,R173075-(0001)-.dcm,0.022,2531.578,2243.817,2746.278,86.894,0.663
631,R173075-(0001)-.dcm,0.025,2659.141,2327.119,2996.333,85.112,0.783
632,R173075-(0001)-.dcm,0.023,2608.653,2262.570,2872.556,88.755,0.709
633,R173075-(0001)-.dcm,0.023,2445.611,1930.496,2793.356,87.528,0.715
634,R173075-(0001)-.dcm,0.023,2225.635,1834.927,2477.453,91.660,0.709
635,R173075-(0001)-.dcm,0.025,2550.821,2265.440,2877.333,90.754,0.781
636,R173075-(0001)-.dcm,0.023,2685.841,2421.687,2948.222,94.934,0.717
637,R173075-(0001)-.dcm,0.024,2656.977,2489.417,3009.553,95.159,0.743
638,R173075-(0001)-.dcm,0.023,2679.813,2324.195,2914.833,101.634,0.713
639,R173075-(0001)-.dcm,0.024,2608.896,2205.076,2904.667,99.265,0.734
640,R173075-(0001)-.dcm,0.024,2395.996,1938.833,2764.335,100.521,0.731
641,R173075-(0001)-.dcm,0.024,2165.302,1885.848,2412.556,98.241,0.752
642,R173075-(0001)-.dcm,0.023,2128.817,1867.062,2408.667,99.936,0.714
643,R173075-(0001)-.dcm,0.023,2095.077,1762.905,2421.333,100.746,0.716
644,R173075-(0001)-.dcm,0.024,2162.853,1842.402,2444.865,102.095,0.735
645,R173075-(0001)-.dcm,0.025,2449.196,2209.335,2863.778,104.036,0.762
646,R173075-(0001)-.dcm,0.023,2712.468,2484.727,2876.034,102.301,0.699
647,R173075-(0001)-.dcm,0.025,2649.869,2375.118,2889.667,102.068,0.762
648,R173075-(0001)-.dcm,0.024,2466.785,2092.523,2816.222,103.055,0.728
649,R173075-(0001)-.dcm,0.023,2619.589,2222.727,2812.567,104.826,0.723
650,R173075-(0001)-.dcm,0.022,2591.524,2297.961,2770.833,107.879,0.669
651,R173075-(0001)-.dcm,0.025,2462.917,1984.931,2704.102,114.001,0.770
652,R173075-(0001)-.dcm,0.023,2448.109,2244.669,2668.150,117.854,0.714
653,R173075-(0001)-.dcm,0.021,2271.857,1851.862,2689.056,119.745,0.662
654,R173075-(0001)-.dcm,0.025,2304.579,2076.756,2548.478,121.884,0.768
655,R173075-(0001)-.dcm,0.024,2318.166,1953.243,2630.233,124.448,0.754
656,R173075-(0001)-.dcm,0.022,2284.549,2102.212,2638.584,125.385,0.674
657,R173075-(0001)-.dcm,0.023,2306.443,2052.234,2476.500,131.532,0.720
658,R173075-(0001)-.dcm,0.024,2157.749,1836.113,2444.042,137.268,0.734
659,R173075-(0001)-.dcm,0.024,2171.997,1798.771,2412.243,141.593,0.727
660,R173075-(0001)-.dcm,0.026,2076.463,1863.145,2431.261,140.290,0.788
661,R173075-(0001)-.dcm,0.024,1992.656,1893.024,2193.872,151.514,0.754
662,R173075-(0001)-.dcm,0.025,2029.663,1636.274,2370.445,154.983,0.765
663,R173075-(0001)-.dcm,0.020,2141.807,1828.250,2268.919,152.808,0.629
664,R173075-(0001)-.dcm,0.021,2288.279,1977.722,2463.786,167.905,0.662
665,R173075-(0001)-.dcm,0.023,2398.439,2101.413,2643.977,172.515,0.710
666,R173075-(0001)-.dcm,0.021,2318.228,1932.638,2572.444,-178.210,0.658
667,R173075-(0001)-.dcm,0.021,2331.635,1915.997,2573.167,-171.607,0.633
668,R173075-(0001)-.dcm,0.025,2201.163,1891.172,2419.760,-171.431,0.758
669,R173075-(0001)-.dcm,0.021,2222.994,1859.977,2441.476,-161.136,0.651
670,R173075-(0001)-.dcm,0.023,2193.960,2099.189,2376.472,-144.125,0.710
671,R173075-(0001)-.dcm,0.023,2430.492,2077.011,2614.106,-149.323,0.705
672,R173075-(0001)-.dcm,0.016,2305.720,2176.167,2460.667,-141.159,0.508
673,R173075-(0001)-.dcm,0.019,2268.286,2116.067,2476.711,-136.801,0.578
674,R173075-(0001)-.dcm,0.019,2052.582,1936.085,2282.866,-135.000,0.588
675,R173075-(0001)-.dcm,0.021,2094.389,1871.823,2268.866,-129.289,0.657
676,R173075-(0001)-.dcm,0.022,2151.004,1853.288,2439.446,-130.741,0.685
677,R173075-(0001)-.dcm,0.021,2252.250,1975.740,2506.719,-133.069,0.647
678,R173075-(0001)-.dcm,0.023,2291.311,2052.558,2466.376,-121.176,0.714
679,R173075-(0001)-.dcm,0.020,2279.826,2050.600,2549.500,-120.466,0.608
680,R173075-(0001)-.dcm,0.023,2518.670,2317.500,2738.334,-121.875,0.720
681,R173075-(0001)-.dcm,0.019,1968.678,1664.348,2545.444,-113.714,0.600
682,R173075-(0001)-.dcm,0.022,2029.529,1717.108,2298.167,-117.920,0.680
683,R173075-(0001)-.dcm,0.023,1881.095,1725.244,2115.665,-116.751,0.707
684,R173075-(0001)-.dcm,0.018,2063.162,1978.700,2304.333,-111.224,0.567
685,R173075-(0001)-.dcm,0.019,2420.752,2221.174,2573.611,-108.911,0.586
686,R173075-(0001)-.dcm,0.023,2328.667,2028.384,2714.500,-111.038,0.715
687,R173075-(0001)-.dcm,0.021,2028.392,1789.194,2373.000,-107.435,0.651
688,R173075-(0001)-.dcm,0.019,2403.525,2244.228,2598.053,-99.713,0.578
689,R173075-(0001)-.dcm,0.023,2329.612,2151.887,2575.000,-102.301,0.699
690,R173075-(0001)-.dcm,0.022,2416.154,2145.754,2656.498,-97.339,0.684
691,R173075-(0001)-.dcm,0.021,2402.070,2249.271,2697.500,-90.924,0.637
692,R173075-(0001)-.dcm,0.022,2400.886,2184.838,2575.641,-96.963,0.678
693,R173075-(0001)-.dcm,0.022,2398.543,2228.603,2643.176,-95.583,0.686
694,R173075-(0001)-.dcm,0.024,2433.231,2252.611,2578.097,-96.030,0.733
695,R173075-(0001)-.dcm,0.020,2403.652,2294.691,2549.250,-92.447,0.601
696,R173075-(0001)-.dcm,0.019,2320.396,2234.732,2453.333,-91.975,0.596
697,R173075-(0001)-.dcm,0.020,2279.134,2180.844,2406.456,-87.653,0.627
698,R173075-(0001)-.dcm,0.020,2335.229,2091.356,2570.438,-94.803,0.613
699,R173075-(0001)-.dcm,0.018,2096.794,1986.117,2222.741,-91.061,0.555
700,R173075-(0001)-.dcm,0.022,2362.597,2143.131,2662.667,-93.468,0.679
701,R173075-(0001)-.dcm,0.020,2382.040,2139.454,2625.056,-91.444,0.611
702,R173075-(0001)-.dcm,0.020,2318.549,2052.417,2609.972,-90.000,0.627
703,R173075-(0001)-.dcm,0.019,2272.726,1982.423,2486.667,-92.961,0.597
704,R173075-(0001)-.dcm,0.020,2315.911,2079.144,2506.716,-90.474,0.621
705,R173075-(0001)-.dcm,0.020,2441.528,2204.197,2600.708,-86.217,0.623
706,R173075-(0001)-.dcm,0.018,2481.250,2175.735,2676.513,-86.257,0.551
707,R173075-(0001)-.dcm,0.020,2492.329,2151.042,2728.343,-80.776,0.609
708,R173075-(0001)-.dcm,0.017,2496.717,2086.415,2768.369,-78.350,0.509
709,R173075-(0001)-.dcm,0.020,2400.397,2069.893,2628.396,-69.775,0.624
710,R173075-(0001)-.dcm,0.019,2422.972,2182.040,2619.146,-72.499,0.598
711,R173075-(0001)-.dcm,0.018,2500.444,2306.062,2641.083,-65.376,0.542
712,R173075-(0001)-.dcm,0.017,2469.340,2249.755,2573.327,-59.421,0.525
713,R173075-(0001)-.dcm,0.014,2552.193,2258.500,2785.550,-59.642,0.417
714,R173075-(0001)-.dcm,0.016,2385.181,2122.206,2673.568,-60.038,0.504
715,R173075-(0001)-.dcm,0.019,2319.854,2102.334,2594.540,-60.698,0.577
716,R173075-(0001)-.dcm,0.017,2317.425,1988.320,2539.991,-51.780,0.523
717,R173075-(0001)-.dcm,0.016,2360.238,2259.500,2483.771,-58.513,0.482
718,R173075-(0001)-.dcm,0.017,2303.201,2061.706,2448.072,-49.635,0.539
719,R173075-(0001)-.dcm,0.015,2278.379,1965.441,2477.815,-51.736,0.464
720,R173075-(0001)-.dcm,0.016,2254.520,2096.583,2361.885,-47.090,0.498
721,R173075-(0001)-.dcm,0.017,2170.866,2124.095,2248.924,-44.204,0.523
722,R173075-(0001)-.dcm,0.015,2272.119,2066.589,2400.778,-45.437,0.476
723,R173075-(0001)-.dcm,0.017,2286.744,2137.551,2387.927,-48.225,0.516
724,R173075-(0001)-.dcm,0.016,2159.292,2026.061,2285.833,-45.855,0.487
725,R173075-(0001)-.dcm,0.017,2246.509,2184.668,2381.611,-47.726,0.534
726,R173075-(0001)-.dcm,0.014,2156.554,2043.633,2266.333,-52.997,0.444
727,R173075-(0001)-.dcm,0.017,2245.637,2023.333,2356.806,-51.429,0.519
728,R173075-(0001)-.dcm,0.016,2213.945,1974.127,2361.009,-51.911,0.483
729,R173075-(0001)-.dcm,0.015,2164.873,2069.000,2226.278,-49.800,0.477
730,R173075-(0001)-.dcm,0.014,2190.912,2070.420,2327.405,-44.510,0.425
731,R173075-(0001)-.dcm,0.013,2215.079,2034.846,2346.009,-41.392,0.404
732,R173075-(0001)-.dcm,0.012,2148.453,1934.151,2378.173,-43.877,0.370
733,R173075-(0001)-.dcm,0.015,2070.838,1902.680,2235.373,-38.853,0.475
734,R173075-(0001)-.dcm,0.013,2065.460,1859.941,2178.209,-38.660,0.395
735,R173075-(0001)-.dcm,0.009,1999.210,1802.333,2120.000,-41.379,0.287
736,R173075-(0001)-.dcm,0.009,1914.367,1793.000,1951.903,-32.229,0.279
