"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl","PC1","PC2","PC3","log_svl","log_tail"
"R21665","Anilios","Anilios nema",-12.43,130.83,"pointy","m","MAGNT","21665","MAGNT_R21665",0.01,267.5,3,-4.37420682197179,-4.78936265071786,-4.69303154177943,-5.15086463540491,-5.02950377840064,-4.49050727766795,-2.89228653398917,1.38686264693868,-0.292257912504256,5.58911956633606,1.09861228866811
"R14324","Anilios","Anilios fossor",-23.467,134.967,"pointy","f","MAGNT","14324","MAGNT_R14324",0.021,242,5,-3.93079310811014,-4.3320565293646,-4.61764436021327,-5.08681151931404,-4.86567667306091,-3.87949981372259,-0.965633780123927,0.24374763012925,0.662368119941545,5.48893772615669,1.6094379124341
"R34490","Anilios","Anilios centralis",-23.7,133.87,"pointy","m","MAGNT","34490","MAGNT_R34490",0.04,257.5,10,-3.88425674105042,-4.06601188604787,-4.25219138476518,-4.7925530734232,-4.43424012748023,-3.24843462710975,1.33693919077672,-0.704196292693151,-0.183575168694647,5.55101972010379,2.30258509299405
"R34491","Anilios","Anilios centralis",-23.8,133.733,"pointy","m","MAGNT","34491","MAGNT_R34491",0.029,295.5,8.5,-4.11797175272848,-4.28502583739165,-4.42031377359095,-4.98309913628765,-4.73894332888576,-3.54860267334988,-0.329463122224106,-0.419221575678032,-0.106051421472692,5.68866883684615,2.14006616349627
"R34494","Anilios","Anilios centralis",-23.7,133.88,"pointy","f","MAGNT","34494","MAGNT_R34494",0.02,208,5,-3.87776094182162,-4.05938587720113,-4.2937340275282,-4.76092471539732,-4.37245718365773,-3.72810016726722,1.10839575881295,0.440458697913932,-0.131623176014081,5.33753807970132,1.6094379124341
"R34492","Anilios","Anilios centralis",-23.767,133.883,"pointy","f","MAGNT","34492","MAGNT_R34492",0.018,284,5,-4.24902355059383,-4.49682118256507,-4.47959287860489,-4.94093844510751,-4.70118483922768,-4.03953632572711,-1.04522126311029,0.72099152001076,-0.58256965154511,5.64897423816121,1.6094379124341
"R34493","Anilios","Anilios centralis",-23.7,133.88,"pointy","m","MAGNT","34493","MAGNT_R34493",0.03,159,5,-4.04107209561317,-4.04107209561317,-4.1506154676834,-4.56208659985178,-4.4755773569425,-3.45946628978613,1.45718865489877,-0.135744679643159,-0.765266591379354,5.06890420222023,1.6094379124341
"R16047","Anilios","Anilios nema",-12.4,130.9,"pointy","m","MAGNT","16047","MAGNT_R16047",0.025,182.5,4.5,-4.31066214846591,-4.64143636397249,-4.60791367193384,-5.18205756043217,-5.02860398763907,-3.70267277624627,-2.03919144910046,-0.423170925222689,-0.174042457899788,5.20675017302255,1.50407739677627
"R34110","Anilios","Anilios nema",-12.42,130.88,"pointy","f","MAGNT","34110","MAGNT_R34110",0.02,127.5,3,-4.23835079297759,-4.49044192032667,-4.31748811353631,-4.88893835911874,-4.55544675063566,-3.74950407593037,-0.344670120161604,0.228019515452197,-0.958537123730519,4.84811636459848,1.09861228866811
"R27556","Anilios","Anilios nema",-12.394,130.877,"pointy","f","MAGNT","27556","MAGNT_R27556",0.016,250,4,-4.52820914485196,-4.75832136548227,-4.669175515964,-5.20300718674371,-5.03288090304358,-4.13516655674236,-2.85392866728895,0.451719979922062,-0.541173977508428,5.52146091786225,1.38629436111989
"R27696","Anilios","Anilios nema",-13.03,131,"pointy","m","MAGNT","27696","MAGNT_R27696",0.05,211,11,-4.39827161685821,-4.50598986589846,-4.68659615640566,-5.22964050075182,-5.0480566791444,-2.9539628606777,-1.6812783414111,-2.30995085957303,-0.190832251619921,5.35185813347607,2.39789527279837
"R07521","Anilios","Anilios minimus",-13.883,136.767,"pointy","f","MAGNT","7521","MAGNT_R07521",0.023,175,4,-4.3297052974749,-4.57145912864578,-4.48929372860229,-5.04700293826713,-4.86098451959185,-3.77849161280362,-1.44484597940664,-0.0564379845793543,-0.553564280311834,5.16478597392351,1.38629436111989
"R09874","Anilios","Anilios minimus",-13.97,136.43,"pointy","m","MAGNT","9874","MAGNT_R09874",0.02,211,4.5,-4.28542474317219,-4.52112528996356,-4.61230458010197,-5.07422639687779,-4.97000289100704,-3.84778073669979,-1.72407537417943,-0.00941337322541796,-0.157908621550213,5.35185813347607,1.50407739677627
"R13936","Anilios","Anilios yirrikalae",-13.417,132.1,"pointy","f","MAGNT","13936","MAGNT_R13936",0.029,156,4.5,-3.72810016726722,-3.98687089622458,-4.07529636725141,-4.61160107631838,-4.31030245387544,-3.54577861047326,2.09553126499997,0.297448990003517,-0.243187723690277,5.04985600724954,1.50407739677627
"R16855","Anilios","Anilios yirrikalae",-12.43,130.93,"pointy","m","MAGNT","16855","MAGNT_R16855",0.03,189.5,6,-4.04291935041466,-4.17109454383866,-4.13253150910435,-4.67623833413722,-4.42460919302917,-3.45262955529443,1.221740021962,-0.158753371058419,-0.829297810164386,5.24438902452248,1.79175946922805
"R14447","Anilios","Anilios yirrikalae",-17.317,137.067,"pointy","f","MAGNT","14447","MAGNT_R14447",0.018,192.5,3.5,-3.77395645763823,-4.20927452889608,-4.20404347947852,-4.73241341289543,-4.46484375023074,-4.00733318523247,0.90089938651495,1.18998603392543,-0.085076212469058,5.26009615372784,1.25276296849537
"R36151","Anilios","Anilios tovelli",-11.34,132.59,"pointy","f","MAGNT","36151","MAGNT_R36151",0.03,153,4.5,-3.75089393021943,-4.16123879705213,-4.11614919218895,-4.82749707739575,-4.43435245367562,-3.52636052461616,1.32624006954666,0.0699325131630553,-0.0284212914781618,5.03043792139244,1.50407739677627
"R03422","Anilios","Anilios tovelli",-12.45,131.05,"pointy","m","MAGNT","3422","MAGNT_R03422",0.039,152,6,-3.61289354713601,-3.92693628927886,-4.10160771729457,-4.75767748007162,-4.3899526999463,-3.23212105161822,2.16214792930993,-0.525595038940442,0.300999261850609,5.02388052084628,1.79175946922805
"R08365","Anilios","Anilios tovelli",-12.45,131.05,"pointy","f","MAGNT","8365","MAGNT_R08365",0.03,101,3.5,-3.5384130635612,-4.01903504912445,-3.89972272734649,-4.6201330586648,-4.27508321405555,-3.36235754834589,2.67631327785561,0.0681655434462907,-0.119999627494834,4.61512051684126,1.25276296849537
"R08718","Anilios","Anilios tovelli",-12.45,131.05,"pointy","m","MAGNT","8718","MAGNT_R08718",0.043,115,5,-3.5678167782072,-3.8286413964891,-3.9725117669088,-4.57518935377616,-4.43744742861529,-3.13549421592915,2.78086286211951,-0.603280092846129,0.172048289897865,4.74493212836325,1.6094379124341
"R12045","Anilios","Anilios tovelli",-12.56,131.31,"pointy","f","MAGNT","12045","MAGNT_R12045",0.03,163.5,4.5,-3.80620387935183,-4.2660801468248,-4.02351850965349,-4.63622858300806,-4.51459737048464,-3.59273559356103,1.38207626304298,0.3412859574998,-0.536591507708295,5.09681299033731,1.50407739677627
"R03279","Anilios","Anilios tovelli",-12.7,130.967,"pointy","m","MAGNT","3279","MAGNT_R03279",0.032,124,4,-3.68405241336562,-4.25213087521978,-3.93239030825258,-4.6463282584816,-4.36920594624482,-3.43398720448515,1.95367419881543,0.138922846041182,-0.526833176048728,4.82028156560504,1.38629436111989
"R36155","Anilios","Anilios tovelli",-12.18,136.11,"pointy","m","MAGNT","36155","MAGNT_R36155",0.04,114.5,5,-3.66728034231047,-3.97278409943858,-3.88828942109605,-4.60954656058789,-4.4782105585268,-3.13113691056019,2.49116431742935,-0.634608510760677,-0.158028727901863,4.74057482299429,1.6094379124341
"R04012","Anilios","Anilios tovelli",-12.7,130.967,"pointy","f","MAGNT","4012","MAGNT_R04012",0.037,108,4,-3.53950205303934,-3.79629970273477,-3.82559049965584,-4.57777121179998,-4.25034881069868,-3.29583686600433,3.19146205537833,-0.0710341124080216,0.0331039138390563,4.68213122712422,1.38629436111989
"R36153","Anilios","Anilios tovelli",-11.29,132.22,"pointy","?","MAGNT","36153","MAGNT_R36153",0.04,121,4.5,-3.67086094861126,-3.91202300542815,-3.88150181639326,-4.54114832722316,-4.32578691635101,-3.29171314882047,2.76884935784747,-0.158966042417898,-0.312278651964484,4.79579054559674,1.50407739677627
"R03301","Anilios","Anilios tovelli",-12.55,131.05,"pointy","f","MAGNT","3301","MAGNT_R03301",0.026,95,2.5,-3.52783529576727,-4.21028718721046,-3.85325769620189,-4.67604452557475,-4.37155533480659,-3.63758615972639,2.11958360905161,0.696269262340787,-0.132488205904953,4.55387689160054,0.916290731874155
"R12044","Anilios","Anilios tovelli",-12.56,131.31,"pointy","m","MAGNT","12044","MAGNT_R12044",0.03,128.5,4,-3.59463103339007,-4.12116004908451,-3.84614782937378,-4.66944933739266,-4.3673488895166,-3.46963454321538,2.28593638622756,0.259494319530416,-0.190252057959705,4.85592890433527,1.38629436111989
"R34084","Anilios","Anilios endoterus",-25.35,131.033,"pointy","m","MAGNT","34084","MAGNT_R34084",0.04,198.5,8,-3.93366611630763,-4.19718935328268,-4.22435570982337,-4.91578319950379,-4.50688755629884,-3.21134755844741,0.897423423648133,-0.884166712680696,-0.20447979907675,5.29078910012725,2.07944154167984
"R34092","Anilios","Anilios endoterus",-23.95,133.93,"pointy","f","MAGNT","34092","MAGNT_R34092",0.02,284,7,-4.00031561257382,-4.35699055651256,-4.2210582023505,-4.86735840961365,-4.5272966765621,-3.70306408910589,0.339576823982347,0.281056759852116,-0.479348683997195,5.64897423816121,1.94591014905531
"R34091","Anilios","Anilios endoterus",-24.75,136,"pointy","m","MAGNT","34091","MAGNT_R34091",0.033,276,9,-3.90660293795881,-4.28803484662282,-4.3662103452306,-5.02156436462845,-4.57308187143659,-3.42317628838093,0.243168407742365,-0.517252308026528,0.0944667552792159,5.62040086571715,2.19722457733622
"R34040","Anilios","Anilios endoterus",-25.3,130.72,"pointy","f","MAGNT","34040","MAGNT_R34040",0.03,277,7,-3.92565338455884,-4.17006449659363,-4.21792051777127,-4.88208016145796,-4.4484441763831,-3.67810735713203,0.767662038966263,0.246757157766335,-0.152354251757787,5.62401750618734,1.94591014905531
"R34085","Anilios","Anilios endoterus",-25.35,131.033,"pointy","m","MAGNT","34085","MAGNT_R34085",0.035,185.75,6.5,-4.14769423031781,-4.34063414342927,-4.24984204359974,-5.05465890901077,-4.77651585960575,-3.35259950669628,-0.232006908299556,-0.864187605978121,-0.23033057161344,5.22440168359787,1.87180217690159
"R34083","Anilios","Anilios endoterus",-24.88,134.25,"pointy","f","MAGNT","34083","MAGNT_R34083",0.02,352.5,7.5,-3.85014760171006,-4.1584859990875,-4.38686099642818,-5.05190064929768,-4.73042789606118,-3.85014760171006,-0.091409163374841,0.363308532678704,0.709236360747169,5.86505062225232,2.01490302054226
"R34088","Anilios","Anilios endoterus",-21.006,130.083,"pointy","m","MAGNT","34088","MAGNT_R34088",0.038,158,6,-3.80271459676273,-4.11093715731552,-3.977405764691,-4.5863608540306,-4.29945548064699,-3.27083556379891,2.21486577964224,-0.283758087557829,-0.728264033673274,5.06259503302697,1.79175946922805
"R17582","Anilios","Anilios endoterus",-24,133.9,"pointy","f","MAGNT","17582","MAGNT_R17582",0.02,328,5.5,-3.81063377954744,-4.33323647050445,-4.29562519975867,-4.9865377425172,-4.62363224882783,-4.08826551614572,-0.0590874519840877,1.11196812799598,0.328047046349982,5.79301360838414,1.70474809223843
"R17586","Anilios","Anilios endoterus",-24,133.9,"pointy","f","MAGNT","17586","MAGNT_R17586",0.021,257.5,5.5,-3.96280544412132,-4.17857076580595,-4.21997383321438,-4.95218321901509,-4.63873700962717,-3.84627162786537,0.241348842091613,0.480343660652128,0.124984792163989,5.55101972010379,1.70474809223843
"R17589","Anilios","Anilios endoterus",-24,133.9,"pointy","m","MAGNT","17589","MAGNT_R17589",0.03,168,5.75,-3.86408354313903,-4.0661736852554,-4.13814718488049,-4.91289300932332,-4.48474514086887,-3.374764124594,1.18618188011179,-0.451867672665326,0.0660653832483403,5.12396397940326,1.74919985480926
"R14333","Anilios","Anilios centralis",-24,133.433,"pointy","m","MAGNT","14333","MAGNT_R14333",0.024,273.5,6.5,-4.14112577676144,-4.13997701155757,-4.35426209659941,-4.87174806848793,-4.68902881831033,-3.73949944496044,0.0153718036625189,0.0975503605500245,-0.167960973635857,5.61130162186204,1.87180217690159
"R34053","Anilios","Anilios centralis",-23.7,133.85,"pointy","f","MAGNT","34053","MAGNT_R34053",0.02,249.5,4.5,-3.94254419446303,-4.25392075520748,-4.30306359086708,-4.88024007665718,-4.61321851917092,-4.0153815184153,0.0882001456497055,0.922895892999224,0.004744575573293,5.51945891519157,1.50407739677627
"R18360","Anilios","Anilios centralis",-23.517,133.267,"pointy","f","MAGNT","18360","MAGNT_R18360",0.014,291,4,-3.87989851862438,-4.28827968795325,-4.44076300599364,-5.01321594068975,-4.88033075164183,-4.2870289060516,-0.794111660412916,1.31875254644854,0.711621590088932,5.67332326717149,1.38629436111989
"R34104","Anilios","Anilios centralis",-23.77,133.88,"pointy","m","MAGNT","34104","MAGNT_R34104",0.04,249.5,9.5,-3.98366754292577,-4.08795221125014,-4.28835744347739,-4.82381485443304,-4.50241828021727,-3.26816711658508,0.990793305578898,-0.773909834018173,-0.244319954466646,5.51945891519157,2.2512917986065
"R05544","Anilios","Anilios centralis",-23.7,133.867,"pointy","f","MAGNT","5544","MAGNT_R05544",0.017,323,5.5,-4.07654722226273,-4.34853796491984,-4.4639286549376,-5.03333685608831,-4.81830210188805,-4.07290423098423,-0.943789125600784,0.742877485224994,0.203007509141539,5.77765232322266,1.70474809223843
"R34042","Anilios","Anilios centralis",-23.7,133.88,"pointy","m","MAGNT","34042","MAGNT_R34042",0.03,313.5,10.5,-3.84420040908938,-4.14236946903641,-4.44488660789214,-5.02266913365998,-4.58464855026729,-3.3964241029095,0.396083183549558,-0.623309603555301,0.461094188980166,5.74779936007298,2.35137525716348
"R34041","Anilios","Anilios centralis",-23.7,133.883,"pointy","m","MAGNT","34041","MAGNT_R34041",0.032,285.5,9,-3.87421781608643,-4.13254303096997,-4.34455877034801,-5.00191684305637,-4.59298552697172,-3.45701745175985,0.4854111182049,-0.448754059617014,0.353341195843757,5.65424202909607,2.19722457733622
"R34043","Anilios","Anilios centralis",-23.7,133.88,"pointy","f","MAGNT","34043","MAGNT_R34043",0.02,292,5.75,-4.0280951766809,-4.33912461312967,-4.42399083377291,-4.98110974150975,-4.67062236639434,-3.92755394745902,-0.450079396536492,0.552062612551542,0.00427727047583712,5.67675380226828,1.74919985480926
"R34044","Anilios","Anilios centralis",-23.7,133.883,"pointy","f","MAGNT","34044","MAGNT_R34044",0.024,330.5,8,-3.88294902318831,-4.31559882523582,-4.57536171969027,-5.09998746389309,-4.81852818687958,-3.72116511761191,-0.682080046962568,-0.0686486231872452,0.678214574499826,5.80060665929174,2.07944154167984
"R34038","Anilios","Anilios centralis",-23.62,136.88,"pointy","f","MAGNT","34038","MAGNT_R34038",0.02,287.5,6,-3.96744379936955,-4.46881669228293,-4.51065083263858,-5.11889856941204,-4.877321316409,-3.86946339100935,-1.09357739287492,0.25594215507748,0.406312075223212,5.66122286023741,1.79175946922805
"R06741","Anilios","Anilios guentheri",-15.75,128.7,"pointy","f","MAGNT","6741","MAGNT_R06741",0.012,266,3.25,-4.37602961520151,-4.63377080082131,-4.65330267173855,-5.25060189350837,-5.02674175312731,-4.40484131244005,-2.73304147827366,1.1049036025075,0.0346007551152009,5.5834963087817,1.17865499634165
"R00915","Anilios","Anilios guentheri",-12.33,133.03,"pointy","m","MAGNT","915","MAGNT_R00915",0.02,259,5,-4.44661663718808,-4.64655540215095,-4.73265261873319,-5.27541560226135,-5.00007350604515,-3.94739014926544,-2.63854501549576,-0.0249508570567584,-0.167748076599152,5.55682806169954,1.6094379124341
"R24854","Anilios","Anilios sp",-15.376,130.106,"pointy","f","MAGNT","24854","MAGNT_R24854",0.018,248.5,4.5,-4.12665160421821,-4.37122004561652,-4.62139772260985,-5.13018044474604,-4.80004505604192,-4.01136544876041,-1.32063008147304,0.459821806467599,0.29556075820564,5.51544284553668,1.50407739677627
"R02568","Anilios","Anilios guentheri",-13.82,131.83,"pointy","f","MAGNT","2568","MAGNT_R02568",0.02,192.5,3,-4.02027369650821,-4.31037064576745,-4.40568082557177,-5.00933743538066,-4.73833058992351,-4.16148386505973,-0.666862219284196,1.04760382784372,0.223508416181431,5.26009615372784,1.09861228866811
"R34094","Anilios","Anilios grypusW",-25.35,131.033,"pointy","f","MAGNT","34094","MAGNT_R34094",0.022,358.5,7.75,-4.4326594997584,-4.80522120675962,-4.98993062073456,-5.43085304067946,-5.25065688319782,-3.83423581667442,-3.65105721732984,-0.572455462033544,0.269631018570409,5.88192866003967,2.04769284336526
"R34100","Anilios","Anilios grypusW",-20.75,130.28,"pointy","f","MAGNT","34100","MAGNT_R34100",0.02,319,7,-4.51100058229829,-4.7700891904864,-4.92578141524665,-5.46508651033451,-5.24639730936968,-3.81928095372953,-3.6510128325082,-0.648372595715926,0.188354698135715,5.76519110278484,1.94591014905531
"R17515","Anilios","Anilios grypusW",-25.25,131,"pointy","f","MAGNT","17515","MAGNT_R17515",0.018,388,7,-4.52830460568923,-4.84750443846141,-5.02884125859283,-5.52598142927356,-5.37878971977061,-4.01509519056796,-4.30210399638806,-0.332748047460988,0.396003417135813,5.96100533962327,1.94591014905531
"R14956","Anilios","Anilios grypusW",-20.87,130.27,"pointy","m","MAGNT","14956","MAGNT_R14956",0.04,318.25,13.25,-4.3678309357156,-4.76220535712961,-4.9408571850346,-5.48520550083924,-5.3149514134454,-3.17883968500528,-3.18422870410538,-2.11125677444431,0.404446470019046,5.76283723743752,2.58399755243223
"J93635","Anilios","Anilios affinis",-20.511,146.867,"pointy","m","QM","93635","QM_J93635",0.034,238,8,-4.33123766911941,-4.65029062126856,-4.68608862714434,-5.31100252607535,-5.09041543120244,-3.39282913199164,-2.24611953371964,-1.2943120636824,0.0164005552512202,5.47227067367148,2.07944154167984
"J76269","Anilios","Anilios affinis",-19.75,147.8,"pointy","f","QM","76269","QM_J76269",0.01,238.5,3.5,-4.21590832071839,-4.50738546413872,-4.60517018598809,-5.12723977923319,-4.90905550127834,-4.22160634183303,-1.85738633578362,0.88905134797091,0.0995318431020024,5.4743693103284,1.25276296849537
"J44506","Anilios","Anilios affinis",-19.483,145.65,"pointy","m","QM","44506","QM_J44506",0.035,201,7,-4.13082277082451,-4.34204081054219,-4.65620166600054,-5.1377904695815,-4.86504997712792,-3.35739475900376,-1.00028039552629,-1.11579417224061,0.261665527800985,5.30330490805908,1.94591014905531
"J76610","Anilios","Anilios affinis",-25.02,147.93,"pointy","f","QM","76610","QM_J76610",0.02,256.5,5,-4.23879584496065,-4.55944793665,-4.65104064005419,-5.23231792477079,-4.88444069153559,-3.93769075217672,-1.94481084003652,0.159000771346094,0.0851611948478499,5.54712866461082,1.6094379124341
"J76612","Anilios","Anilios affinis",-25.09,147.866,"pointy","f","QM","76612","QM_J76612",0.012,217.5,2.5,-4.19131128575146,-4.54278916299054,-4.58019726505671,-5.10456711393046,-4.9504164341032,-4.46590811865458,-2.02205599017775,1.48111432644843,0.14848990706695,5.38219885052874,0.916290731874155
"J44501","Anilios","Anilios affinis",-20.77,146.17,"pointy","f","QM","44501","QM_J44501",0.02,240,4,-4.04913221940055,-4.50419426864809,-4.70361025880134,-5.2776980793453,-4.85737787024621,-4.0943445622221,-1.85054336897693,0.569359180341256,0.617205355754903,5.48063892334199,1.38629436111989
"J44503","Anilios","Anilios affinis",-20.333,146.65,"pointy","m","QM","44503","QM_J44503",0.037,230.5,8.25,-4.18321133717407,-4.71754487963521,-4.73715335102359,-5.16261912583842,-4.84692401715897,-3.33003766209011,-1.63505643068136,-1.15480411915843,-0.292360935000255,5.4402508624367,2.11021320034659
"J45432","Anilios","Anilios affinis",-24.33,151.57,"pointy","m","QM","45432","QM_J45432",0.04,189,7.75,-4.01650207545817,-4.35385575770719,-4.4926922025614,-5.02261148514297,-4.8099645986341,-3.19405417169439,-0.306891947401689,-1.26104660842077,0.0691488173863128,5.24174701505964,2.04769284336526
"J64586","Anilios","Anilios affinis",-23.517,150.333,"pointy","f","QM","64586","QM_J64586",0.017,204,3.5,-4.04415481769825,-4.56434819146784,-4.56906518134597,-5.14416668672078,-5.03294105161055,-4.06535702534885,-1.75828884855366,0.575412930160033,0.423002074779331,5.31811999384422,1.25276296849537
"J61022","Anilios","Anilios affinis",-26.55,142.2,"pointy","m","QM","61022","QM_J61022",0.04,221,8.5,-4.31466405065969,-4.49800135157348,-4.71002806278135,-5.17902717160108,-4.93128896528095,-3.25809653802148,-1.57292734262121,-1.48491003935649,-0.14232213928235,5.39816270151775,2.14006616349627
"J44505","Anilios","Anilios affinis",-20.2,146.283,"pointy","f","QM","44505","QM_J44505",0.012,171,2,-3.92675081213839,-4.42871374864654,-4.52108706877755,-4.97614911802509,-4.75640115571202,-4.44851637594271,-1.02119377016931,1.7525179453057,0.331622418087128,5.14166355650266,0.693147180559945
"J46706","Anilios","Anilios affinis",-22.82,145.37,"pointy","m","QM","46706","QM_J46706",0.04,200,8,-4.0584949093284,-4.33896714521343,-4.58291957705327,-5.11183779960542,-4.90965937675625,-3.2188758248682,-0.740228837411911,-1.37336366279185,0.321708705027043,5.29831736654804,2.07944154167984
"J64584","Anilios","Anilios affinis",-23.517,150.333,"pointy","f","QM","64584","QM_J64584",0.021,193.5,4,-4.10996988012518,-4.50213796008986,-4.56465831707119,-5.03020539029035,-4.91814798137464,-3.87898315134995,-1.31081385010173,0.223723295611112,0.0373981531526263,5.26527751246984,1.38629436111989
"J44499","Anilios","Anilios affinis",-19.63,145.78,"pointy","f","QM","44499","QM_J44499",0.02,200,3.5,-4.22673375026785,-4.61018272781164,-4.56354851129727,-5.18498868124103,-4.79754207863555,-4.04555439805267,-1.76264543218504,0.538082546180144,-0.154016157411092,5.29831736654804,1.25276296849537
"J72756","Anilios","Anilios affinis",-22.345,145.4,"pointy","m","QM","72756","QM_J72756",0.029,206,6,-4.11444820569289,-4.27880432568161,-4.42771481884531,-5.0464637093514,-4.78555187796422,-3.53611669956153,-0.474163905914714,-0.513688512109556,0.0612035132359804,5.32787616878958,1.79175946922805
"J61812","Anilios","Anilios affinis",-19.42,146.95,"pointy","m","QM","61812","QM_J61812",0.03,215.5,7,-4.26770407815702,-4.50166754360038,-4.52924087050448,-5.22023982252614,-4.99452447382356,-3.42705076048849,-1.53532837185144,-1.04673342585043,0.00745045209375501,5.3729609095438,1.94591014905531
"J36879","Anilios","Anilios affinis",-23.517,148.167,"pointy","m","QM","36879","QM_J36879",0.031,180,5.5,-4.40677480436308,-4.46540824361293,-4.40677480436308,-5.03595310208055,-4.83179200167863,-3.48820875865179,-1.04801453483207,-0.738277139435269,-0.714379607853353,5.19295685089021,1.70474809223843
"J81301","Anilios","Anilios affinis",-20.7,147.7,"pointy","m","QM","81301","QM_J81301",0.04,196.5,7.5,-4.10663350335645,-4.42412170384094,-4.60517018598809,-5.13656208733556,-5.02602021293574,-3.26575941076705,-1.15709047140105,-1.351212982167,0.303202025204171,5.28066243130932,2.01490302054226
"J23870","Anilios","Anilios affinis",-27.567,152.883,"pointy","f","QM","23870","QM_J23870",0.02,205,4,-4.26869794936688,-4.16612878234632,-4.43511872178595,-5.00455624801987,-4.73244938735356,-3.93671561801852,-0.663649733867511,0.354302597548176,-0.0747205382733221,5.32300997913841,1.38629436111989
"J70008","Anilios","Anilios affinis",-27.7,152.86,"pointy","m","QM","70008","QM_J70008",0.05,167.5,8,-4.13890487885296,-4.21879154377047,-4.34395468672447,-4.92623927447261,-4.50579771217489,-3.04154180958529,0.560148810987094,-1.43730269185033,-0.559835446507273,5.12098335126512,2.07944154167984
"J91822","Anilios","Anilios aspina",-20.768,141.742,"no spine","m","QM","91822","QM_J91822",0.025,239.5,6,-4.18519705139035,-4.52496690023312,-4.60935429251067,-5.37419340152673,-4.91040272646571,-3.68679394762292,-1.85756040505828,-0.486081156096844,0.397749643005468,5.47855341685097,1.79175946922805
"J67159","Anilios","Anilios chamodracaena",-12.62,141.98,"pointy","f","QM","67159","QM_J67159",0.02,187.5,4.25,-4.21493152521122,-4.29182036678773,-4.53315965001182,-5.05563266002699,-4.97141458094297,-3.78685986247414,-1.18065011348065,-0.125397524110913,0.196622944101124,5.23377884541047,1.44691898293633
"J87535","Anilios","Anilios leucoproctus",-9.947,142.196,"pointy","f","QM","87535","QM_J87535",0.037,218,8,-3.9223977382537,-4.2660801468248,-4.51529593844878,-5.05879492314979,-4.68885100203056,-3.30505352110925,-0.0787280632369763,-0.949473139151656,0.333716082553066,5.38449506278909,2.07944154167984
"J87198","Anilios","Anilios leucoproctus",-10.18,142.27,"pointy","f","QM","87198","QM_J87198",0.03,160.5,5,-4.06125330759577,-4.40280169724885,-4.40534946932764,-5.10361175055436,-4.75259380293077,-3.46885603013597,-0.529908260164988,-0.620594284967787,0.0123633238303965,5.07829394257007,1.6094379124341
"J379","Anilios","Anilios leucoproctus",-9.583,143.767,"pointy","f","QM","379","QM_J379",0.028,177.5,5,-4.16192997394117,-4.45384038250247,-4.23118120998194,-5.000824423532,-4.83538090452539,-3.56953269648137,-0.508788815210403,-0.328283283530226,-0.394610646735622,5.17897060891547,1.6094379124341
"J87172","Anilios","Anilios leucoproctus",-10.68,142.18,"pointy","m","QM","87172","QM_J87172",0.04,142.5,6,-4.02128977605304,-4.08804863376529,-4.31485999113004,-5.12776065133367,-4.72426987752922,-3.16758253048065,0.23450101383592,-1.33760987338099,0.401426545283863,4.95934199970871,1.79175946922805
"J87547","Anilios","Anilios leucoproctus",-10.167,142.133,"pointy","f","QM","87547","QM_J87547",0.034,145,5,-3.7514888028191,-4.06244501321709,-4.04260309241809,-4.76971957303625,-4.73378756381018,-3.36729582998647,1.33847095735629,-0.402598318705909,0.241990482783318,4.97673374242057,1.6094379124341
"J2953","Anilios","Anilios broomi",-17.32,145.22,"pointy","m","QM","2953","QM_J2953",0.02,186,4.5,-4.14394150336147,-4.39501383020069,-4.44413084516565,-5.11689226880112,-4.96338240924571,-3.72166927693693,-1.14025364541667,-0.2093092199677,0.202956420084802,5.2257466737132,1.50407739677627
"J87805","Anilios","Anilios broomi",-15.765,145.231,"pointy","m","QM","87805","QM_J87805",0.033,123,4,-3.79514372039812,-4.02372699500815,-4.20513987386588,-4.70332995046034,-4.44754124178451,-3.42588999425253,1.55639603091655,-0.187410913523626,-0.0782421807692545,4.81218435537242,1.38629436111989
"J88156","Anilios","Anilios broomi",-19.26,143.7,"pointy","m","QM","88156","QM_J88156",0.03,159.5,4.75,-4.05862647962002,-4.34449531494762,-4.3640081291712,-5.00906912306351,-4.72845421783482,-3.51389930417835,-0.257529562318961,-0.440394179386653,-0.092818453373332,5.0720439222249,1.55814461804655
"J2954","Anilios","Anilios broomi",-17.317,145.217,"pointy","f","QM","2954","QM_J2954",0.016,188,3,-3.85641721472365,-4.48031998310862,-4.50889335555267,-5.10103732582375,-4.8343157559873,-4.13782967416184,-1.06525957558218,0.971465165883261,0.58282472217472,5.23644196282995,1.09861228866811
"J47503","Anilios","Anilios broomi",-17.32,145.22,"pointy","m","QM","47503","QM_J47503",0.03,114.5,3,-3.82428409112014,-3.97976899396053,-4.15278815809218,-4.72077219569811,-4.28949920363408,-3.64196253432618,1.6878077052569,0.376286468012109,-0.180440712609284,4.74057482299429,1.09861228866811
"J85788","Anilios","Anilios broomi",-19.998,148.234,"pointy","f","QM","85788","QM_J85788",0.019,209.5,4,-4.05274005771354,-4.40081784045506,-4.57693301580648,-5.1417828953655,-4.89364812000198,-3.9584293782423,-1.31512461695039,0.349246657346776,0.463450663188884,5.34472373936219,1.38629436111989
