"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl","PC1","PC2","PC3","log_svl","log_tail"
"R110035","Anilios","Anilios ammodytes",-20.79,116.86,"taper point","m","WAM","110035","WAM_R110035",0.03,203,7,-3.8069088255272,-4.27646909409177,-4.35385575770719,-5.05856376066821,-4.80638837667334,-3.36729582998647,0.0668706548261075,-0.730001303880559,0.569930523688263,5.31320597904179,1.94591014905531
"R100453","Anilios","Anilios ammodytes",-22.329,122.064,"taper point","f","WAM","100453","WAM_R100453",0.013,298,4,-4.34642630302867,-4.74930408757188,-4.67824616630616,-5.41191454427174,-5.13177967745534,-4.31079912538551,-3.18916109862656,0.767824022383886,0.28827061374461,5.6970934865054,1.38629436111989
"R111995","Anilios","Anilios ammodytes",-22.61,120.73,"taper point","f","WAM","111995","WAM_R111995",0.02,227,5,-4.14958721706879,-4.63649265711713,-4.44287154506924,-5.30273238475715,-4.92417472956891,-3.8155121050473,-1.72956379833792,-0.0314227111789284,0.141243560553153,5.4249500174814,1.6094379124341
"R97337","Anilios","Anilios hamatus",-28.533,115.517,"taper point","f","WAM","97337","WAM_R97337",0.023,301,7,-3.86814919403653,-4.09169028063723,-4.26254699550501,-4.89618004853255,-4.60517018598809,-3.76120011569356,0.590913305092019,0.344418029492312,0.292276260927746,5.70711026474888,1.94591014905531
"R81525","Anilios","Anilios hamatus",-28.43,122.95,"taper point","f","WAM","81525","WAM_R81525",0.03,332,9,-3.82551376251886,-4.21998974905143,-4.21998974905143,-4.92136742874789,-4.61729154652044,-3.60791039158027,0.587862565840368,0.0404418121441415,0.179899589492386,5.80513496891649,2.19722457733622
"R101234","Anilios","Anilios hamatus",-28.783,115.75,"taper point","f","WAM","101234","WAM_R101234",0.022,226,5,-3.75660890155412,-4.04681942035926,-4.08816898017795,-4.88404162875772,-4.5122764390954,-3.81109708683819,1.12408126214548,0.636127064303703,0.349522534614072,5.42053499927229,1.6094379124341
"R72899","Anilios","Anilios hamatus",-29.26,122.4,"taper point","m","WAM","72899","WAM_R72899",0.03,242,7,-4.05385320086736,-4.06342265188351,-4.25056349511342,-4.97014393274152,-4.70503618232828,-3.54302757710137,0.319982836319199,-0.35532240636417,0.160395659832775,5.48893772615669,1.94591014905531
"R96639","Anilios","Anilios hamatus",-28.933,116.283,"taper point","m","WAM","96639","WAM_R96639",0.046,240,11,-3.66256214579656,-3.91829261844174,-4.16423068968627,-4.56835621286537,-4.61774896819495,-3.08274365054362,2.10221750797172,-0.920313464669704,0.15204097689543,5.48063892334199,2.39789527279837
"R110955","Anilios","Anilios hamatus",-27.25,120.76,"taper point","m","WAM","110955","WAM_R110955",0.04,289,11,-3.7091527804068,-3.92071115738578,-4.07311815760822,-4.75816812793554,-4.43386642693458,-3.26853141531406,2.00795417102256,-0.502791511089707,0.17665861669103,5.66642668811243,2.39789527279837
"R111862","Anilios","Anilios hamatus",-23.536,120.326,"taper point","f","WAM","111862","WAM_R111862",0.021,242,5,-3.68557912108528,-4.15921371652519,-4.26516229453457,-5.05715530973115,-4.71882950446061,-3.87949981372259,0.258400434895197,0.572799450546764,0.936004587203966,5.48893772615669,1.6094379124341
"R111763","Anilios","Anilios hamatus",-23.37,120.46,"taper point","m","WAM","111763","WAM_R111763",0.04,237,9,-3.79283448816303,-4.10708358799953,-4.2501844316402,-4.76992541906415,-4.58429260096654,-3.27083556379891,1.2176359310154,-0.653054075442911,0.0467294912462424,5.46806014113513,2.19722457733622
"R110956","Anilios","Anilios hamatus",-26.97,120.615,"taper point","f","WAM","110956","WAM_R110956",0.027,294,8,-3.96260048017167,-4.02154940478541,-4.14028165740913,-4.92745778761735,-4.53935696741852,-3.60413822565885,0.873424112470095,-0.0203530476281105,0.0920370692417686,5.68357976733868,2.07944154167984
"R110954","Anilios","Anilios hamatus",-26.98,120.64,"taper point","m","WAM","110954","WAM_R110954",0.04,241,10,-3.93087173098681,-3.88137709338212,-4.13672378519096,-4.82727693057386,-4.451612450145,-3.18221184049661,1.63518920205771,-0.908145391446318,-0.0199718152905521,5.48479693349065,2.30258509299405
"R145759","Anilios","Anilios grypusW",-21.94,118.961,"black taper point","m","WAM","145759","WAM_R145759",0.031,292,9,-4.5198726054762,-4.6687958818683,-4.9348164575389,-5.53699185989312,-5.28471171449226,-3.47952922493206,-3.47887397633322,-1.53278179632867,0.388095506650786,5.67675380226828,2.19722457733622
"R146673","Anilios","Anilios grypusW",-21.06,118.75,"black taper point","f","WAM","146673","WAM_R146673",0.01,386,5,-4.39769275141828,-4.81800436764344,-5.1997153897435,-5.79032293098726,-5.57740093374459,-4.34639945703073,-5.20773862666585,0.157953750993733,1.48952077335674,5.95583736946483,1.6094379124341
"R176517","Anilios","Anilios grypusW",-22.215,114.085,"black taper point","f","WAM","176517","WAM_R176517",0.043,326,14,-4.23720947333838,-4.65549526987561,-4.79364560835642,-5.44330767697663,-5.04496003663733,-3.14784005175145,-2.2538111643324,-1.91824335662885,0.34450753921872,5.78689738136671,2.63905732961526
"R173075","Anilios","Anilios grypusW",-23.28,122.82,"black taper point","m","WAM","173075","WAM_R173075",0.05,229,12,-4.29588900173285,-4.60954656058789,-4.87410621561882,-5.17907978518066,-5.29396006117908,-2.94881535376624,-2.18738352352174,-2.41317215834114,0.12947897406539,5.43372200355424,2.484906649788
"R172603","Anilios","Anilios grypusW",-22.692,115.407,"black taper point","f","WAM","172603","WAM_R172603",0.012,340,4,-4.13149682785339,-4.66892470081345,-4.91265488573605,-5.36521160137807,-5.15600114436778,-4.44265125649032,-3.19298483670648,1.0813097302396,0.903525619683043,5.82894561761021,1.38629436111989
"R108805","Anilios","Anilios diversus",-18.94,128.78,"taper point","m","WAM","108805","WAM_R108805",0.04,226,9,-4.31197237975101,-4.49627609774895,-4.65972917023853,-5.25502056079471,-4.97584917801084,-3.22331042193607,-1.64806216964397,-1.61221061699187,-0.00361548684023859,5.42053499927229,2.19722457733622
"R112027","Anilios","Anilios diversus",-17.06,122.717,"taper point","f","WAM","112027","WAM_R112027",0.019,257,5,-4.45380269749263,-4.6777827189518,-4.5123391999452,-5.21977233775262,-5.09165123785634,-3.93963817246112,-2.42662968125215,0.0464431173347197,-0.348820315096052,5.54907608489522,1.6094379124341
"R119543","Anilios","Anilios diversus",-15.78,128.78,"taper point","f","WAM","119543","WAM_R119543",0.02,177,4,-4.16091905284477,-4.62226461934739,-4.42473364388991,-5.17614973257383,-4.94503801161044,-3.78985537145394,-1.52628031301004,-0.0234050521046924,-0.0599392245628351,5.17614973257383,1.38629436111989
"R119542","Anilios","Anilios diversus",-15.783,128.783,"taper point","f","WAM","119542","WAM_R119542",0.018,224,4,-3.96944405879685,-4.43708641185691,-4.56577778427743,-5.22102569224639,-4.96696023059359,-4.02535169073515,-1.50280629656234,0.475948868810634,0.777408601767583,5.41164605185504,1.38629436111989
"R139387","Anilios","Anilios pilbarensis",-21.23,120.36,"taper point","m","WAM","139387","WAM_R139387",0.04,241,10,-3.82087083577248,-3.9718699214374,-4.26988418912639,-5.02737208645178,-4.71932909135108,-3.18221184049661,0.826989050345098,-1.14291765504434,0.731083968326301,5.48479693349065,2.30258509299405
"R154868","Anilios","Anilios pilbarensis",-20.654,120.791,"taper point","f","WAM","154868","WAM_R154868",0.026,309,8,-3.81055354526329,-4.05999003871999,-4.29113928383956,-4.99617721092103,-4.75878163689961,-3.65389973521791,0.38170676225831,-0.0324467237531509,0.750353976347239,5.73334127689775,2.07944154167984
"R110744","Anilios","Anilios pilbarensis",-22.57,117.19,"taper point","f","WAM","110744","WAM_R110744",0.03,285,8,-4.13297597536254,-4.27372308556955,-4.38272863540471,-5.06470251536653,-4.78538869258527,-3.57304763858881,-0.481109989522202,-0.43097361024351,0.0478677534397456,5.65248918026865,2.07944154167984
"R110734","Anilios","Anilios pilbarensis",-22.618,117.181,"taper point","m","WAM","110734","WAM_R110734",0.046,261,12,-3.84175380958159,-4.05600841347855,-4.19333968401285,-4.96020444046936,-4.60517018598809,-3.07961375753469,1.11775774299382,-1.23900143058822,0.278639995495124,5.56452040732269,2.484906649788
"R110943","Anilios","Anilios pilbarensis",-21.7,116.05,"taper point","f","WAM","110943","WAM_R110943",0.03,337,10,-3.83770310151566,-4.03333600294785,-4.38738219641832,-5.08771503663914,-4.84930401319414,-3.51749783735832,0.0886695462927888,-0.51278818575988,1.00233207316812,5.82008293035236,2.30258509299405
"R110733","Anilios","Anilios pilbarensis",-22.613,117.188,"taper point","f","WAM","110733","WAM_R110733",0.025,315,8,-3.75515493262439,-4.13715265471399,-4.33914961031749,-5.07453909607574,-4.73012171112309,-3.6731310971458,0.198742836809498,0.00448951705999871,0.872312664538899,5.75257263882563,2.07944154167984
"R112734","Anilios","Anilios pilbarensis",-21.27,120.46,"taper point","m","WAM","112734","WAM_R112734",0.04,261,10,-3.79637080373377,-4.02122229739314,-4.33196014614485,-5.16574428736533,-4.68905166996879,-3.26193531432865,0.496440663930465,-1.03190879158916,0.955657938667923,5.56452040732269,2.30258509299405
"R110940","Anilios","Anilios pilbarensis",-21.671,115.962,"taper point","f","WAM","110940","WAM_R110940",0.03,302,9,-4.04083518212102,-4.33418299210848,-4.39670334908981,-5.12264035247275,-4.8102656674306,-3.51320244003865,-0.542082630636431,-0.560864963857209,0.241338759268773,5.71042701737487,2.19722457733622
"R156309","Anilios","Anilios pilbarensis",-22.23,118.98,"taper point","f","WAM","156309","WAM_R156309",0.02,350,6,-3.76114297446901,-4.08467715681996,-4.41101417154713,-5.10181117476213,-4.81412910231034,-4.0661736852554,-0.251600799993642,0.808798700241806,1.20813944277701,5.85793315448346,1.79175946922805
"R163218","Anilios","Anilios pilbarensis",-22.121,117.741,"taper point","m","WAM","163218","WAM_R163218",0.043,235,10,-3.84416553003251,-3.93352921064911,-4.22411404275885,-4.97100549932549,-4.66207831825997,-3.15700042115011,1.08358000194763,-1.13969309874429,0.558773419706478,5.45958551414416,2.30258509299405
"R166182","Anilios","Anilios pilbarensis",-21.95,120.12,"taper point","m","WAM","166182","WAM_R166182",0.05,233,11,-3.70881942989778,-3.89922965396824,-4.21556698218039,-4.98730443733356,-4.62248663599955,-3.05314318076733,1.39961571958871,-1.30488785391037,0.802348527932518,5.4510384535657,2.39789527279837
"R172600","Anilios","Anilios pilbarensis",-22.028,117.999,"taper point","m","WAM","172600","WAM_R172600",0.033,213,7,-3.84616493274657,-4.1434164562145,-4.26267987704132,-4.94258183085124,-4.61460421822145,-3.41538201665411,0.701300131637874,-0.465728712131317,0.2565316983939,5.36129216570943,1.94591014905531
"R166501","Anilios","Anilios pilbarensis",-21.68,121.23,"taper point","m","WAM","166501","WAM_R166501",0.04,308,13,-3.96708278261117,-4.17195516492702,-4.37426462933839,-5.12578381612024,-4.82184122279668,-3.16515042551204,-0.0095093765288069,-1.36652380459635,0.513865766830404,5.73009978297357,2.56494935746154
"R152275","Anilios","Anilios diversus",-18.147,124.528,"taper point","m","WAM","152275","WAM_R152275",0.035,198,7,-4.04989279965127,-4.19634373017722,-4.39626899138942,-5.15723876828813,-4.96618353152542,-3.34235688163922,-0.525751527747375,-1.09376655653936,0.590905430702026,5.28826703069454,1.94591014905531
"R168514","Anilios","Anilios diversus",-17.59,122.17,"taper point","m","WAM","168514","WAM_R168514",0.03,174,5,-4.19207145302486,-4.51195205715599,-4.30039368017701,-5.21034859360208,-4.78061886349428,-3.54961738678043,-0.931863902731035,-0.510036883335299,-0.211327634032783,5.15905529921453,1.6094379124341
"R152274","Anilios","Anilios diversus",-18.148,124.551,"taper point","m","WAM","152274","WAM_R152274",0.03,200,6,-4.10136917715907,-4.27586643884549,-4.40631932724293,-5.27851473925186,-5.03595310208055,-3.50655789731998,-1.08067151257431,-0.835376276039629,0.705305429386925,5.29831736654804,1.79175946922805
"R166605","Anilios","Anilios diversus",-17.61,127.95,"taper point","m","WAM","166605","WAM_R166605",0.03,155,5,-4.01024063357359,-4.33538932386555,-4.4068482878477,-5.07388432440395,-4.664988681199,-3.43398720448515,-0.202427914096493,-0.630321155276547,0.049979869996114,5.04342511691925,1.6094379124341
"R168385","Anilios","Anilios kimberleyensis",-16.089,123.55,"point","m","WAM","168385","WAM_R168385",0.02,200,4,-3.75501925661848,-4.60517018598809,-4.16369464035689,-4.97623386737892,-4.71053070164592,-3.91202300542815,-0.138439210969866,0.82159108359429,0.00178991615808911,5.29831736654804,1.38629436111989
"R168371","Anilios","Anilios kimberleyensis",-16.04,123.52,"point","m","WAM","168371","WAM_R168371",0.03,228,7,-4.0110682219815,-4.32408879756766,-4.22038528311747,-4.94076561413577,-4.72624811754133,-3.48343547989913,0.141196546709094,-0.384955286230429,-0.183542747655335,5.42934562895444,1.94591014905531
"R168370","Anilios","Anilios kimberleyensis",-16.039,123.528,"point","m","WAM","168370","WAM_R168370",0.029,206,6,-3.81715422929464,-4.29469168544393,-4.2029465718041,-4.90260843338524,-4.69129933971803,-3.53611669956153,0.504044907471683,-0.120108180870154,0.109338777280393,5.32787616878958,1.79175946922805
"R168382","Anilios","Anilios kimberleyensis",-16.04,123.54,"point","m","WAM","168382","WAM_R168382",0.04,191,7,-3.74376143420249,-4.20495443376607,-4.12734383106115,-4.84680831993847,-4.63169694032152,-3.30636327899132,1.11980662729146,-0.538956751989192,0.110321594279718,5.25227342804663,1.94591014905531
"R125981","Anilios","Anilios kimberleyensis",-15.467,128.1,"point","f","WAM","125981","WAM_R125981",0.022,408,9,-4.20955737432294,-4.69485894074844,-4.70293435475398,-5.4459533653541,-5.24579933226459,-3.81404259706794,-2.86098335528612,-0.412510732215706,0.669890343706751,6.01126717440416,2.19722457733622
"R168381","Anilios","Anilios kimberleyensis",-16.07,123.55,"point","f","WAM","168381","WAM_R168381",0.02,213,4,-3.71455846853163,-4.64345237255911,-4.12873190453158,-4.81896787488406,-4.67819532100298,-3.97499780458953,0.141808115338815,1.12773352309074,-0.271862561710495,5.36129216570943,1.38629436111989
"R168365","Anilios","Anilios kimberleyensis",-16.039,123.528,"point","f","WAM","168365","WAM_R168365",0.017,234,4,-4.01311912229952,-4.64439089914137,-4.22568056428319,-4.96674110053903,-4.68985327321813,-4.06902675423781,-0.645885767666006,1.04904296562033,-0.475250649493044,5.4553211153577,1.38629436111989
"R168404","Anilios","Anilios kimberleyensis",-16.08,123.55,"point","f","WAM","168404","WAM_R168404",0.02,207,4,-3.80232408817172,-4.38492939433184,-4.14487537086932,-4.933942673308,-4.68561555120683,-3.94642443214548,0.176791761278595,0.868567379262867,0.126542409828516,5.33271879326537,1.38629436111989
"R168461","Anilios","Anilios kimberleyensis",-13.883,126.567,"point","m","WAM","168461","WAM_R168461",0.021,240,5,-3.94377170374273,-4.60934555739857,-4.33323647050445,-5.06852927251516,-4.79754207863555,-3.87120101090789,-0.82378875722478,0.455117287462005,-0.0136502462255877,5.48063892334199,1.6094379124341
"R133193","Anilios","Anilios kimberleyensis",-16.13,123.76,"point","f","WAM","133193","WAM_R133193",0.02,219,5,-3.87614471776324,-4.52197124213312,-4.23534014192731,-5.08158703006854,-4.78475576296317,-3.7796338173824,-0.443150939196976,0.297301294825283,0.156434027495392,5.3890717298165,1.6094379124341
"R168363","Anilios","Anilios kimberleyensis",-16.089,123.55,"point","f","WAM","168363","WAM_R168363",0.017,301,5,-3.78286161247474,-4.46584167567924,-4.12813155979948,-4.81511222544377,-4.63552664846869,-4.09767235231477,0.262727907800127,1.35549164368018,-0.166902707979636,5.70711026474888,1.6094379124341
"R115121","Anilios","Anilios systenos",-28.1,115.63,"point","m","WAM","115121","WAM_R115121",0.04,244,9,-4.39522814653242,-4.77932843214289,-4.99035062292475,-5.69561916401704,-5.29831736654804,-3.29994364795698,-3.67197687667736,-1.98601465126495,0.715243288108914,5.4971682252932,2.19722457733622
"R138013","Anilios","Anilios guentheri",-15.783,128.733,"point","f","WAM","138013","WAM_R138013",0.016,251,4,-4.56994149410435,-4.77403685044786,-4.8273182170608,-5.52545293913178,-5.27859286120026,-4.13915857801189,-3.9391144275842,0.0514859351956578,0.233393674499417,5.52545293913178,1.38629436111989
"R61353","Anilios","Anilios guentheri",-16.28,128.8,"point","m","WAM","61353","WAM_R61353",0.03,195,6,-4.17105947980296,-4.48454219819948,-4.55029357576226,-5.29320226588127,-4.88095747078772,-3.48124008933569,-1.41659649338812,-0.873869459864758,0.230483256905076,5.27299955856375,1.79175946922805
"R119987","Anilios","Anilios guentheri",-15.833,128.033,"point","f","WAM","119987","WAM_R119987",0.015,271,4,-4.51692955254373,-5.003282319791,-4.83665097874013,-5.4710905584733,-5.33975455641221,-4.21582445975981,-4.22600531115129,0.313749561295703,0.0101345108651404,5.6021188208797,1.38629436111989
"R137468","Anilios","Anilios guentheri",-15.78,128.73,"point","f","WAM","137468","WAM_R137468",0.02,184,4,-4.2216839845987,-4.61609925652028,-4.64962194855893,-5.36575864734357,-5.04098245048555,-3.8286413964891,-2.32507158581513,-0.230486187731928,0.387494481499483,5.21493575760899,1.38629436111989
"R108431","Anilios","Anilios guentheri",-17.229,128.099,"point","f","WAM","108431","WAM_R108431",0.018,227,4,-4.37063798770987,-4.78837318840985,-4.81518444586051,-5.51926069695264,-5.25099671035796,-4.03865565636151,-3.58663103360521,-0.0506091110980686,0.49858228544139,5.4249500174814,1.38629436111989
"R152714","Anilios","Anilios guentheri",-17.39,128.25,"point","f","WAM","152714","WAM_R152714",0.02,134,3,-3.96567571892047,-4.44676418059069,-4.51257739916027,-5.32862271604337,-4.98122140888996,-3.7992275112828,-1.46621040866045,-0.0946311537755472,0.871398809051239,4.89783979995091,1.09861228866811
"R70638","Anilios","Anilios guentheri",-16.603,128.459,"point","f","WAM","70638","WAM_R70638",0.015,194,3,-4.38409061889473,-4.70254435001327,-4.60517018598809,-5.36216883853457,-5.1908971179272,-4.16924587039522,-2.9906312513575,0.442448228734703,0.188074568806933,5.26785815906333,1.09861228866811
"R136761","Anilios","Anilios waitii",-27.61,119.57,"point","m","WAM","136761","WAM_R136761",0.03,313,9,-4.45972916470247,-4.79069174551272,-4.91329406760505,-5.33409353971332,-5.20387889971479,-3.54897861320393,-3.16981299843173,-1.13389158413128,-0.081473141642718,5.74620319054015,2.19722457733622
"R135251","Anilios","Anilios waitii",-26.583,119.917,"point","m","WAM","135251","WAM_R135251",0.03,270,8,-4.20217726702532,-4.44154076220629,-4.72295322164447,-5.29093725925041,-5.05030055048869,-3.51898041731854,-1.87904960115633,-0.970291584926266,0.516681641025721,5.59842195899838,2.07944154167984
"R136696","Anilios","Anilios waitii",-29.92,121.14,"point","f","WAM","136696","WAM_R136696",0.01,358,4,-4.59959914093864,-4.97227442622381,-4.87257506600072,-5.31521917735064,-5.23867910022831,-4.49423862528081,-4.15664668891288,1.03926507621324,-0.360553318867567,5.8805329864007,1.38629436111989
"R136727","Anilios","Anilios waitii",-26.27,121.498,"point","f","WAM","136727","WAM_R136727",0.017,348,6,-4.38432813166216,-4.85525384488287,-4.90441308084095,-5.45342635981711,-5.18437310719882,-4.06044301054642,-3.63516395016472,0.0446708306380933,0.262481898883734,5.85220247977447,1.79175946922805
"R140423","Anilios","Anilios waitii",-28.37,120.58,"point","f","WAM","140423","WAM_R140423",0.01,359,5,-4.42238448437262,-4.56691415483255,-4.84658550353826,-5.38862614665217,-5.12720040876694,-4.27388447605418,-3.21412348890894,0.541006815948378,0.451471963373762,5.88332238848828,1.6094379124341
"R135604","Anilios","Anilios waitii",-28.82,122.303,"point","f","WAM","135604","WAM_R135604",0.014,357,5,-4.43790065373172,-4.77912349311153,-4.88448400876936,-5.34124241126507,-5.15018717450236,-4.26829786934554,-3.50594561671154,0.574725113937131,0.0964864550097445,5.87773578177964,1.6094379124341
"R136751","Anilios","Anilios waitii",-26.26,121.51,"point","f","WAM","136751","WAM_R136751",0.01,295,4,-4.536403328741,-4.86719552484651,-4.83256002818375,-5.40179641410616,-5.16818156292465,-4.30068099521993,-3.80016342473059,0.595800115671953,-0.107029964857628,5.68697535633982,1.38629436111989
"R136315","Anilios","Anilios waitii",-26.27,121.498,"point","f","WAM","136315","WAM_R136315",0.01,309,3,-4.39047647370519,-4.8011771958673,-4.87892594874168,-5.45570954029947,-5.12357570527685,-4.63472898822964,-3.84388957213278,1.39732932353934,0.399051432059404,5.73334127689775,1.09861228866811
"R132114","Anilios","Anilios waitii",-32.93,117.18,"point","m","WAM","132114","WAM_R132114",0.03,326,10,-4.20175216150165,-4.47856456171653,-4.67175579074739,-5.32947253432783,-5.17171174227647,-3.48431228837266,-2.05160709231187,-1.1028271782369,0.616133247741509,5.78689738136671,2.30258509299405
"R104317","Anilios","Anilios waitii",-28.667,114.6,"point","m","WAM","104317","WAM_R104317",0.029,415,12,-4.40691203693132,-4.47013390218415,-4.83435605175826,-5.30557253742921,-5.18671133455248,-3.5433718704427,-2.53151117567846,-1.138492862002,0.347058325159229,6.0282785202307,2.484906649788
"R146995","Anilios","Anilios pinguis",-31.93,116.03,"poin","f","WAM","146995","WAM_R146995",0.03,358,12,-3.22870046529672,-3.77274697171172,-3.7899042553303,-4.53766818320815,-4.23959640690723,-3.3956263366127,3.65257491522362,0.362760624188233,0.550413956461077,5.8805329864007,2.484906649788
"R173032","Anilios","Anilios pinguis",-32.639,119.755,"point","f","WAM","173032","WAM_R173032",0.035,202,7,-3.33836204278968,-3.62186874383098,-3.63117113649329,-4.45385236924514,-4.04132009391388,-3.36235754834589,4.32963728258359,0.409698277583662,0.121278140247756,5.30826769740121,1.94591014905531
"R172519","Anilios","Anilios pinguis",-32.65,119.77,"point","f","WAM","172519","WAM_R172519",0.04,200,7,-3.40822199659912,-3.83737946243238,-3.71933866159864,-4.39409921590815,-4.08637639257292,-3.35240721749272,3.89216060792907,0.380772195739858,-0.30459129864516,5.29831736654804,1.94591014905531
"R28630","Anilios","Anilios pinguis",-33.833,117.15,"point","f","WAM","28630","WAM_R28630",0.023,430,10,-3.2096164994554,-3.83808116002952,-3.91551747607792,-4.62158321562942,-4.17823186017319,-3.76120011569356,3.14241607456112,1.15868220662308,0.732346330056832,6.06378520868761,2.30258509299405
"R37465","Anilios","Anilios pinguis",-31.38,116.08,"point","m","WAM","37465","WAM_R37465",0.06,315,18,-3.36289283898065,-3.6831814329993,-3.7074637762263,-4.41494344968702,-4.12333209909535,-2.86220088092947,4.40050365562048,-0.795096685678459,-0.0691704852835559,5.75257263882563,2.89037175789616
"R29754","Anilios","Anilios pinguis",-31.983,116.067,"point","f","WAM","29754","WAM_R29754",0.034,290,10,-3.1251342728365,-3.62606655894384,-3.7797855530316,-4.41141993337051,-4.09296620225198,-3.36729582998647,4.37427038806256,0.470509410908335,0.569226170875155,5.66988092298052,2.30258509299405
"R55917","Anilios","Anilios pinguis",-31.92,116.05,"point","m","WAM","55917","WAM_R55917",0.04,123,5,-3.55656831789464,-3.72362240255781,-3.6002433813973,-4.35475950833354,-3.940890989429,-3.20274644293832,4.3644296010977,0.0761500563870687,-0.734250319981871,4.81218435537242,1.6094379124341
"R163525","Anilios","Anilios unguirostris",-17.517,126.1,"point","m","WAM","163525","WAM_R163525",0.029,350,10,-4.09491615412106,-4.47665133518711,-4.59947216487345,-5.2926193454334,-4.91014375554993,-3.55534806148941,-1.46736763818766,-0.699702622245972,0.454509322806642,5.85793315448346,2.30258509299405
"R163527","Anilios","Anilios unguirostris",-17.57,126.08,"point","f","WAM","163527","WAM_R163527",0.01,308,4,-4.03632072210572,-4.46315217948625,-4.55144478663193,-5.21130598955841,-4.91473496968938,-4.34380542185368,-1.7244249493933,1.22284170122692,0.624551904162985,5.73009978297357,1.38629436111989
"R146958","Anilios","Anilios unguirostris",-14.3,126.633,"point","","WAM","146958","WAM_R146958",0.018,167,3,-4.06717218758499,-4.45530583934152,-4.15100996622708,-4.78152157579554,-4.43996026966686,-4.01938152374865,0.262273939177007,1.13013728401451,-0.925347518913534,5.11799381241676,1.09861228866811
"R73538","Anilios","Anilios unguirostris",-16.43,126.43,"point","m","WAM","73538","WAM_R73538",0.03,247,8,-3.88211050606555,-4.07430381133865,-4.34311739948605,-4.97876008556581,-4.64228784894459,-3.42994679494814,0.536700732926194,-0.539205948599707,0.426070756540273,5.50938833662798,2.07944154167984
"R163526","Anilios","Anilios unguirostris",-17.517,126.1,"point","f","WAM","163526","WAM_R163526",0.013,372,5,-4.22144506451633,-4.71292304728454,-4.70993350843617,-5.43646770502885,-5.15808802523939,-4.30945594183905,-3.10479776713758,0.779004680927045,0.647600511484793,5.91889385427315,1.6094379124341
"R163528","Anilios","Anilios unguirostris",-17.52,126.1,"point","f","WAM","163528","WAM_R163528",0.01,444,5,-4.40020895375707,-4.59620151600533,-4.74515737895549,-5.363456668719,-5.09519268212432,-4.48638664999812,-3.14927664675646,1.12748074213237,0.371820507621692,6.09582456243222,1.6094379124341
"R83196","Anilios","Anilios unguirostris",-15.767,128.733,"point","f","WAM","83196","WAM_R83196",0.013,445,6,-3.99638213155158,-4.4946544420577,-4.69443128271174,-5.35613693743686,-4.97965936620195,-4.30631481293819,-2.18091453952072,0.980074701956071,1.02795396292658,6.09807428216624,1.79175946922805
"R99771","Anilios","Anilios unguirostris",-17.29,125.37,"point","f","WAM","99771","WAM_R99771",0.01,311,3,-4.05524752725833,-4.80762883114879,-4.65798774182751,-5.30153798124808,-5.02195311902892,-4.64118062351112,-2.79233873518299,1.8317872616529,0.507638900511536,5.73979291217923,1.09861228866811
"R131661","Anilios","Anilios unguirostris",-14.221,126.632,"point","m","WAM","131661","WAM_R131661",0.026,267,7,-4.01655157428258,-4.12863363570073,-4.34021636461387,-5.10482250915596,-4.73709772903064,-3.64133850934494,-0.141706861366318,-0.23095333013097,0.46538354389808,5.58724865840025,1.94591014905531
"R161318","Anilios","Anilios grypusW",-21.41,120.07,"point","f","WAM","161318","WAM_R161318",0.01,328,4,-4.56923817676203,-4.92591312070076,-4.85692024921381,-5.38090395755731,-5.21640024408015,-4.40671924726425,-4.04973243661237,0.817560987767137,-0.189896338940385,5.79301360838414,1.38629436111989
"R168870","Anilios","Anilios ligatus",-15.669,128.691,"point","m","WAM","168870","WAM_R168870",0.046,219,10,-3.40119738166216,-3.69897591436495,-3.91659967245556,-4.74721784364411,-4.32436099282407,-3.08648663682246,3.15027365776126,-0.689691860651303,0.766773366327265,5.3890717298165,2.30258509299405
"R141065","Anilios","Anilios ligatus",-15.77,128.73,"point","f","WAM","141065","WAM_R141065",0.03,277,7,-3.42235833178325,-3.92656871643052,-3.92291240522741,-4.73201946688223,-4.4484441763831,-3.67810735713203,2.29698489774884,0.671542669941754,0.671830098283629,5.62401750618734,1.94591014905531
"R75510","Anilios","Anilios ligatus",-16.583,128.8,"point","f","WAM","75510","WAM_R75510",0.029,241,7,-3.64902057884583,-4.16838869983493,-4.0009222440319,-4.71468871179458,-4.35339482199955,-3.53888678443534,1.86020291037319,0.314543265547509,-0.186836570551114,5.48479693349065,1.94591014905531
"R22357","Anilios","Anilios ligatus",-15.65,128.7,"point","","WAM","22357","WAM_R22357",0.04,132,5,-3.50655789731998,-3.84606503763635,-3.73222989498755,-4.5321450509732,-4.12667994286504,-3.27336401015227,3.54087746889163,0.0365128696176551,-0.239524424558351,4.88280192258637,1.6094379124341
"R99775","Anilios","Anilios ligatus",-17.115,125.175,"point","m","WAM","99775","WAM_R99775",0.05,181,9,-3.50471797039797,-3.89016421161565,-3.77058099545512,-4.53066765869017,-4.21268023674306,-3.00127245392961,3.5046056776324,-0.639625417425201,-0.25777744367525,5.19849703126583,2.19722457733622
